Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,NXF1-NXT1 mRNA nuclear export factor complex,Human (Homo sapiens),,"The NXF1-NXT1 complex is essential for the nuclear export of mRNA in human cells. It recognizes and binds to mature messenger ribonucleoprotein particles (mRNPs) and facilitates their transport through the nuclear pore complex (NPC) into the cytoplasm. NXF1 acts as the principal mRNA export receptor, while NXT1 (also called p15) stabilizes and regulates NXF1’s interaction with both the mRNA cargo and the NPC.","- NXF1 (Nuclear RNA Export Factor 1); - NXT1 (Nuclear Transport Factor 2-Like Export Factor 1, also known as p15); Corresponding Genes:; - NXF1: NXF1 gene (Gene ID: 10482, located on chromosome 11q12.2); - NXT1: NXT1 gene (Gene ID: 29107, located on chromosome 20q13.12); Other Organisms where the NXF1-NXT1 complex is also found (from the provided list):; - Mouse (Mus musculus): Homologous Nxf1 and Nxt1 proteins exist, forming a similar complex.; - Drosophila melanogaster: NXF1 homolog is sbr, and NXT1 homolog exists.; - Saccharomyces cerevisiae: Functional homologues are Mex67 (for NXF1) and Mtr2 (for NXT1).; - C. elegans: Homologues present, but the structure and function are best characterized in human, mouse, and yeast.",,"UniProt, NCBI Gene, Reactome, literature on human NXF1-NXT1):**; **"
few-shot,NXF1-NXT1 mRNA nuclear export factor complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae (homologous, but with different nomenclatures, e.g., Mex67-Mtr2 in yeast)",Mediates the export of polyadenylated mRNA from the nucleus to the cytoplasm by interacting with components of the nuclear pore complex; essential for mRNA nucleocytoplasmic transport in vertebrates.,"Nuclear RNA export factor 1 (NXF1), Nuclear transport factor 2-like export factor 1 (NXT1)","NXF1, NXT1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,NXF1-NXT1 mRNA nuclear export factor complex,Human,"Mouse, Drosophila melanogaster, C. elegans","This heterodimeric complex mediates the nuclear export of mRNA by acting as the principal mRNA nuclear export receptor. It recognizes mature mRNA-protein complexes (mRNPs) and directs their translocation through the nuclear pore complex (NPC) to the cytoplasm, a critical step in post-transcriptional gene regulation.","Nuclear RNA export factor 1 (NXF1), Nuclear transport factor 2-like export factor 1 (NXT1, also known as p15)","NXF1, NXT1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Homo sapiens (Human),,"The human MON1-CCZ1 complex acts as a guanine nucleotide exchange factor (GEF) specifically for the small GTPase RAB7A. It facilitates the exchange of GDP for GTP on RAB7A, promoting its activation. This GEF activity is crucial for the maturation of early endosomes into late endosomes and for the regulation of endosome-lysosome fusion, playing a vital role in endosomal trafficking and autophagy.","1. MON1B (MON1 homolog B, CCZ1-like); 2. CCZ1B (CCZ1 homolog B); Corresponding Genes:; 1. MON1B (Gene symbol: MON1B); 2. CCZ1B (Gene symbol: CCZ1B); Other Organisms Where the Protein Complex Is Found (from the specified list):; — Saccharomyces cerevisiae (as the Mon1p-Ccz1p complex); — Drosophila melanogaster; — Mus musculus (Mouse); — Caenorhabditis elegans",,**
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae","Functions as a guanine nucleotide exchange factor (GEF) specific for the small GTPase Rab7 (RAB7A), thereby facilitating the exchange of GDP for GTP on Rab7, a process critical for endosomal maturation, late endosome-lysosome fusion, and trafficking events along the endocytic pathway. This complex is essential for regulating endosome dynamics in the context of vesicle fusion and organelle maturation.","MON1 homolog (MON1B or MON1A), CCZ1 homolog (CCZ1)","MON1A (or MON1B), CCZ1",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae","Catalyzes the exchange of GDP for GTP on Rab7 (RAB7A in humans), thus activating Rab7 and promoting the conversion of early to late endosomes and endosome maturation. The complex is essential for endolysosomal trafficking in the cell.","MON1 homolog B (MON1B), CCZ1 homolog (CCZ1)","MON1B, CCZ1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,,"The HipHop-HOAP complex is essential for telomere capping, protecting chromosome ends from degradation and preventing the activation of DNA damage responses. Unlike most eukaryotes that use telomerase, Drosophila telomeres are elongated by specific retrotransposons (HeT-A, TART, and TAHRE), and the HipHop-HOAP complex is critical for distinguishing natural chromosome ends from double-strand DNA breaks.; Proteins Consisting the Complex:; - HipHop (HPHX, HP1/ORC-Associated Protein); - HOAP (HP1/ORC-Associated Protein, originally called Verrocchio/HP1 and ORC-Associated Protein); Corresponding Genes:; - HipHop: gene symbol CG33649 (also referred to as hiphop); - HOAP: gene symbol cav (cav, also known as caravaggio); Presence in Other Organisms (from the 5 mentioned):; This complex is unique to Drosophila melanogaster and has not been described in Humans, Mouse, C. elegans, or Saccharomyces cerevisiae.; ---",,,**
few-shot,HipHop-HOAP telomere-capping complex',Drosophila melanogaster',"Not known to be present outside Drosophila or closely related Drosophilids; not found in Human, Mouse, C. elegans, or Saccharomyces cerevisiae.'","Essential for telomere capping in Drosophila melanogaster, protecting chromosome ends from being recognized as DNA double-strand breaks and thereby preventing telomere fusion and ensuring genome stability.'","HipHop (Heterochromatin protein interacting protein at HeT-A and HOAP), HOAP (HP1/ORC-associated protein, encoded by the caravaggio (cav) gene)'","hiphop, cav'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
contextual,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,"No direct orthologous complex found in Human, Mouse, C. elegans, or Saccharomyces cerevisiae.","Essential for protecting chromosome ends (telomeres) in Drosophila melanogaster, preventing end-to-end chromosome fusions and improper DNA damage responses by forming a cap structure at the telomere.","HOAP (HP1/ORC-associated protein), HipHop","cav (encoding HOAP), hiphop (encoding HipHop)",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
zero-shot,** ZFP-1(AF10)/DOT-1 Complex,** *Caenorhabditis elegans* (C. elegans),,**,**,,**
few-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,"Homologous complexes with similar function are reported in Human and Mouse (as AF10/DOT1L), but the canonical ""ZFP-1(AF10)/DOT-1"" complex is most characterized in C. elegans.","Chromatin-associated complex involved in the negative regulation of RNA polymerase II transcription. It modulates gene expression via histone H3 lysine 79 (H3K79) methylation, primarily acting to regulate developmental and stress response gene expression. Essential for transcriptional silencing and epigenetic regulation during development.","ZFP-1 (Zinc finger protein-1), DOT-1.1 (Disruptor of telomeric silencing-1-like protein)","zfp-1, dot-1.1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,"Human (as AF10/DOT1L complex), Mouse (as AF10/Dot1L), but with differences in interacting partners and biological roles","The ZFP-1(AF10)/DOT-1 complex is a chromatin-modifying complex that regulates gene expression by catalyzing methylation of histone H3 at lysine 79 (H3K79). In Caenorhabditis elegans (C. elegans), it plays a critical role in RNAi-mediated gene silencing, development, and transcription regulation, particularly influencing RNA polymerase II elongation and the control of antisense transcription at specific enhancers and genes.","ZFP-1 (Zinc finger protein 1), DOT-1.1 (Disruptor of telomeric silencing 1-like protein, also known as DOT1)","zfp-1, dot-1.1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,**CED-3–CED-4–MAC-1 complex**,"**Caenorhabditis elegans (C. elegans)**; 1.00 (CED-3–CED-4–MAC-1 as a defined complex is only in C. elegans, according to current data)",,"This complex is a central component of the apoptosis (programmed cell death) pathway in C. elegans. Specifically, CED-4 facilitates the activation of CED-3, a caspase responsible for initiating cell death. MAC-1 (also referred to as MAC-1/NUC-1) is implicated in the degradation of DNA during apoptosis. The concerted formation of this complex is required for proper execution of apoptosis in the nematode.; Complex Protein Constituents:; 1. **CED-3** (a cysteine protease, i.e., caspase); 2. **CED-4** (an Apaf-1 homolog, a key apoptotic activator); 3. **MAC-1/NUC-1** (a DNase II family nuclease); Corresponding Genes:; - **ced-3** gene encodes the CED-3 protein; - **ced-4** gene encodes the CED-4 protein; - **mac-1** gene encodes the MAC-1/NUC-1 protein; Presence in Other Organisms (from specified list):; This specific complex is *only* well characterized and present in **C. elegans**. Homologous pathways exist in other organisms (e.g., Apaf-1, caspase-9 in Humans and Drosophila), but the exact CED-3–CED-4–MAC-1 complex is specific to C. elegans and is not present as such in Humans, Mouse, Drosophila melanogaster, or Saccharomyces cerevisiae.; ---",,,**
few-shot,CED-3–CED-4–MAC-1 complex',Caenorhabditis elegans',N/A',"Pro-apoptotic signaling complex involved in the initiation of programmed cell death (apoptosis). CED-4 oligomerizes and activates CED-3 (a caspase) in response to apoptotic stimuli, with MAC-1 (also known as EGL-1 or CED-13 in certain contexts) acting as a pro-apoptotic regulator to relieve inhibition by CED-9.'","CED-3 (caspase), CED-4 (apoptosis adaptor), EGL-1 or CED-13 (pro-apoptotic BH3-domain proteins, referred/overlapping as MAC-1 in some texts)'","ced-3, ced-4, egl-1 or ced-13'",(0.96 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.288 + 0.285 + 0.25 + 0.15 = **0.973**'
contextual,CED-3–CED-4–MAC-1 complex',Caenorhabditis elegans (C. elegans)',"The direct CED-3–CED-4–MAC-1 assembly is specific to C. elegans. Functional homologs (Apaf-1/caspase-9/cytochrome c) exist in mammals, but not as this ternary complex.'","Mediates programmed cell death (apoptosis) in C. elegans by promoting the activation of the CED-3 caspase. CED-4 acts as an adaptor that oligomerizes upon apoptotic signaling, recruiting and facilitating autocatalytic activation of CED-3. MAC-1 is essential for mitochondrial association and enhances CED-3 activation efficiency.'","CED-3 caspase, CED-4 apoptotic protease activating factor, MAC-1 (mitochondria-associated protein)'","ced-3, ced-4, mac-1'",(0.93 × 0.3) + (0.92 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.279 + 0.276 + 0.25 + 0.15 = **0.955**'
zero-shot,Nuclear mitotic cohesin complex,Homo sapiens (Human); Analysis strictly specific to human complex. Score: 1.0,,"The human nuclear mitotic cohesin complex is essential for sister chromatid cohesion during cell division. It ensures proper chromosome segregation in mitosis and meiosis, regulates gene expression, and maintains genome stability. It forms a ring-like structure that entraps sister chromatids, preventing premature separation.; Protein Components and Corresponding Genes:; 1. SMC1A (Structural Maintenance of Chromosomes protein 1A) – Gene: SMC1A; 2. SMC3 (Structural Maintenance of Chromosomes protein 3) – Gene: SMC3; 3. RAD21 (Double-strand-break repair protein rad21 homolog) – Gene: RAD21; 4. STAG1 (Cohesin subunit SA-1) – Gene: STAG1 (Alternative: STAG2 [SA-2], sometimes present interchangeably); 5. Accessory/Regulatory proteins:; - PDS5A/PDS5B – Genes: PDS5A, PDS5B; - WAPL – Gene: WAPL; - Sororin (CDCA5) – Gene: CDCA5; These accessory proteins modulate the loading, release, and stabilization of cohesin on chromatin.; Presence in Other Organisms (from specified list):; - Also found in: Mouse, Saccharomyces cerevisiae, Drosophila melanogaster, C. elegans; - Note: While the core architecture and function are conserved, protein and gene names may differ.",,,**
few-shot,Nuclear mitotic cohesin complex,Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae, C. elegans","Mediates sister chromatid cohesion during cell division (mitosis and meiosis), ensuring accurate chromosome segregation. Also plays roles in DNA repair, gene regulation, and chromatin structure maintenance.","Structural maintenance of chromosomes protein 1A (SMC1A), Structural maintenance of chromosomes protein 3 (SMC3), RAD21 cohesion complex component (RAD21), Stromal antigen 1 (STAG1), Stromal antigen 2 (STAG2)","SMC1A, SMC3, RAD21, STAG1, STAG2",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,Nuclear mitotic cohesin complex,Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae","The nuclear mitotic cohesin complex is essential for sister chromatid cohesion during mitosis. It establishes and maintains the physical connection between sister chromatids following DNA replication, ensures accurate chromosome segregation, and is involved in DNA damage repair and gene regulation.","Structural maintenance of chromosomes protein 1A (SMC1A), Structural maintenance of chromosomes protein 3 (SMC3), Sister chromatid cohesion protein PDS5 homolog A (PDS5A), Sister chromatid cohesion protein PDS5 homolog B (PDS5B), Cohesin subunit SA-1 (STAG1), Cohesin subunit SA-2 (STAG2), Cohesin subunit RAD21 (RAD21), Sister chromatid cohesion protein Shugoshin 1 (SGOL1; typically transiently associated), and many complexes also include NIPBL (loading factor) and WAPL (release factor). Core complex is generally SMC1A, SMC3, RAD21, and one of the STAGs.","SMC1A, SMC3, PDS5A, PDS5B, STAG1, STAG2, RAD21, SGOL1, NIPBL, WAPL (core: SMC1A, SMC3, RAD21, STAG1/STAG2)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.0**
zero-shot,** Atk-1/Akt-2/Sgk-1 protein kinase complex,** _Caenorhabditis elegans_ (C. elegans),,**,**,,**; **
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans,N/A,"This complex is involved in the regulation of insulin/IGF-1 signaling pathway and controls processes such as lifespan, metabolism, stress resistance, dauer formation, and growth in response to environmental cues. It acts downstream of PI3K/AGE-1 and upstream of FoxO/DAF-16, modulating its phosphorylation and nuclear localization.","AKT-1, AKT-2, SGK-1","akt-1, akt-2, sgk-1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans (C. elegans),"N/A (Although orthologous proteins exist in other species, the Atk-1/Akt-2/Sgk-1 nomenclature and their described complex formation/function are uniquely studied in C. elegans.)","This protein kinase complex is involved in the insulin/IGF-1 signaling pathway, regulating longevity, stress response, and metabolism. The kinases act in parallel and partially redundant pathways to phosphorylate downstream targets such as the FOXO transcription factor DAF-16, thereby modulating transcriptional responses to insulin signaling.","Protein kinase B homolog 1 (AKT-1), Protein kinase B homolog 2 (AKT-2), Serum- and glucocorticoid-regulated kinase homolog (SGK-1)","akt-1, akt-2, sgk-1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,** RB1-E2F1-TFDP1 Transcription Repressor Complex,** Human (Homo sapiens),,**,**,,**
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human,Mouse,"This multiprotein complex functions as a transcriptional repressor regulating the G1-S transition of the cell cycle. RB1 binds E2F1 and TFDP1, forming a ternary complex that represses E2F1-responsive gene transcription by preventing E2F1 from activating target genes essential for DNA synthesis and cell cycle progression.","Retinoblastoma-associated protein (RB1), Transcription factor E2F1 (E2F1), Transcription factor Dp-1 (TFDP1)","RB1, E2F1, TFDP1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Human,Mouse,"Functions as a transcriptional repressor complex regulating the G1/S transition in the cell cycle. RB1 binds to E2F1/TFDP1 heterodimer, inhibiting E2F1-mediated transcription of genes required for S phase entry, enforcing cell cycle arrest.","Retinoblastoma-associated protein (RB1), E2F transcription factor 1 (E2F1), Transcription factor Dp-1 (TFDP1)","RB1, E2F1, TFDP1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,"** PETISCO complex, pid-1 variant",** Caenorhabditis elegans,,**,**,,**
few-shot,"PETISCO, pid-1 variant",Caenorhabditis elegans,"Orthologous complexes are found in some nematodes, but the PETISCO complex (PID-1 variant) is C. elegans-specific in its known composition and germline piRNA function.",Essential for piRNA (21U-RNA) biogenesis in the germline; the pid-1 variant specifically mediates the production of 21U-RNAs (piRNAs) that repress transposable elements and maintain genome stability during gametogenesis.,"PID-1, TOFU-6, IFE-3, ERH-2","pid-1, tofu-6, ife-3, erh-2",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**
contextual,"PETISCO, pid-1 variant",Caenorhabditis elegans,"N/A (the PETISCO complex is currently described as nematode-specific, primarily studied and functionally characterized in C. elegans)","The PETISCO complex is an RNA-binding complex required for the biogenesis of 21U-RNAs, a class of piRNAs involved in transgenerational epigenetic inheritance and genome defense in the germline. The pid-1 variant specifically incorporates PID-1 as a functional subunit, which is critical for piRNA 21U-RNA precursor processing in early germ cells.",- PID-3; - ERH-2; - TOFU-6; - IFE-3; - PID-1 (specific to this variant),- pid-3 (PID-3); - erh-2 (ERH-2); - tofu-6 (TOFU-6); - ife-3 (IFE-3); - pid-1 (PID-1),(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,**PETISCO (tost-1 variant)**,**Caenorhabditis elegans (C. elegans)**,,"The PETISCO complex is essential for piRNA biogenesis in C. elegans. It is involved in the 21U small RNA (piRNA) pathway, specifically in processing capped piRNA precursors into mature piRNAs. The ""tost-1 variant"" refers to a version of PETISCO that contains the TOST-1 protein instead of PID-1, which alters complex specificity and downstream RNA targets.; List of Proteins in the Complex:; - IFE-3 (eIF4E homolog); - ERH-2; - TOFU-6; - PID-3; - TOST-1 (tandem to PID-1, replaces PID-1 in variant); Corresponding Genes for Each Protein:; - **IFE-3**: ife-3; - **ERH-2**: erh-2; - **TOFU-6**: tofu-6; - **PID-3**: pid-3; - **TOST-1**: tost-1; Presence in Other Organisms (from the list):; The PETISCO complex (especially the tost-1 variant) is **unique to C. elegans**. There is no evidence of PETISCO or its homologous complex (with a similar protein composition and function) in Human, Mouse, Drosophila melanogaster, or Saccharomyces cerevisiae.; ---; **Confidence Score Calculation**; Let’s grade each criterion:; - Consistency of information across databases/sources: 1.00 (well-documented in primary literature and recent databases like UniProt, WormBase); - Supporting experimental data regarding the complex: 1.00 (structure, composition, and function supported by multiple peer-reviewed studies on C. elegans); - Accuracy of corresponding protein-gene mapping: 1.00 (clear gene-to-protein assignment confirmed in WormBase); - Analysis specificity to C. elegans: 1.00 (all details provided are organism-specific; PETISCO-tost-1 not found in the other 4 organisms); Calculation:; (0.3 × 1.00) + (0.3 × 1.00) + (0.25 × 1.00) + (0.15 × 1.00) = **1.00**",,,
few-shot,"PETISCO, tost-1 variant",C. elegans,"PETISCO core components are nematode-specific; no direct homologous complex has been reported in Human, Mouse, Drosophila melanogaster, or Saccharomyces cerevisiae, although piRNA pathways exist in several of those species.","PETISCO (piRNA Efficiency Triggering Small RNA Complex) is a multiprotein complex required for the biogenesis and stability of 21U-RNAs (a class of piRNAs) primarily in germline cells. It is involved in the processing of piRNA precursors and small nuclear RNAs (snRNAs), ensuring genome stability and fertility. The ""tost-1 variant"" specifically includes the protein TOST-1 as an alternative interactor, which modulates PETISCO’s role in 21U-RNA biogenesis.","PID-3, TOFU-6, ERH-2, IFE-3, TOST-1 (in the variant)","pid-3, tofu-6, erh-2, ife-3, tost-1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,"PETISCO, tost-1 variant",Caenorhabditis elegans,"N/A (The PETISCO complex, especially with the tost-1 variant, is only described in C. elegans)","The PETISCO complex (Processing of Engaged Transcripts In the Silencing COmplex) is essential for the biogenesis of piRNA precursors and primary 21U-RNAs; it also functions in the processing and maturation of small RNAs required for genome defense in the germline. The tost-1 variant denotes the version of the PETISCO complex that includes the TOSt-1 protein as a component, affecting its function during peri-nuclear germ granule small RNA processing.","PID-3, TOFU-6, IFE-3, ERH-2, TOSt-1","pid-3, tofu-6, ife-3, erh-2, tost-1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,Ndc80 complex,Homo sapiens (Human),,"The Ndc80 complex is an essential component of the outer kinetochore, a structure required for accurate chromosome segregation during mitosis. In humans, the Ndc80 complex mediates direct interaction between kinetochores and spindle microtubules, stabilizing their attachment and facilitating the establishment of proper tension between sister chromatids. This activity is crucial for the spindle assembly checkpoint and accurate chromosomal alignment.; Proteins Comprising the Complex:; 1. NDC80 (also known as HEC1); 2. NUF2; 3. SPC24; 4. SPC25; Corresponding Genes:; 1. NDC80: gene symbol NDC80; 2. NUF2: gene symbol NUF2; 3. SPC24: gene symbol SPC24; 4. SPC25: gene symbol SPC25; Presence in Other Organisms (of listed 5):; - Mouse (Mus musculus); - Saccharomyces cerevisiae; - Caenorhabditis elegans; - Drosophila melanogaster; Confidence Score Calculation:; - Consistency of information across databases/sources (e.g., UniProt, Reactome, literature): 1.00 × 0.3 = 0.30; - Supporting experimental data regarding the complex (crystal structures, biochemical reconstitution, cell biological studies): 1.00 × 0.3 = 0.30; - Accuracy of protein-gene mapping: 1.00 × 0.25 = 0.25; - Analysis specific to human (not overgeneralized, organism-specific nomenclature): 1.00 × 0.15 = 0.15; Full arithmetic confidence equation:; (1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00",,,
few-shot,Ndc80 complex,Human,"Mouse, Saccharomyces cerevisiae, Drosophila melanogaster, C. elegans","The Ndc80 complex is a core component of the kinetochore, responsible for mediating the attachment of spindle microtubules to chromosomes during mitosis, ensuring accurate chromosome segregation.","Ndc80 homolog (also called Hec1), NUF2 homolog, SPC24 homolog, SPC25 homolog","NDC80, NUF2, SPC24, SPC25",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,Ndc80 complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","The Ndc80 complex is a crucial component of the kinetochore in budding yeast. It mediates the attachment of spindle microtubules to chromosomes during mitosis, ensuring accurate chromosome segregation.","Ndc80p, Nuf2p, Spc24p, Spc25p","NDC80, NUF2, SPC24, SPC25",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,Kinetochore Mis12 complex (also referred to as the MIS12 complex),Homo sapiens (Human),,"The human MIS12 complex is a core component of the outer kinetochore, functioning as a crucial linker between the centromere protein network and the outer kinetochore microtubule-binding KNL1/MIND/Ndc80 (KMN) network. It is essential for proper chromosome segregation during mitosis, facilitating kinetochore assembly, microtubule attachment, and tension generation across sister chromatids.; Constituent Proteins and Corresponding Genes:; 1. MIS12 — MIS12 gene (HGNC:22992); 2. DSN1 — DSN1 gene (HGNC:29849); 3. NSL1 — NSL1 gene (HGNC:24286); 4. PMF1 — PMF1 gene (HGNC:19156) (also known as NNF1 in some literature); Supporting Details:; - Structural and functional characterization studies in human cells (including cryo-EM, immunoprecipitation, and functional depletion) confirm the four-subunit composition and interdependencies.; - The MIS12 complex’s involvement in the KMN network has been corroborated by mutational and live cell imaging data.; Other Organisms Where Found (from those listed):; - Mouse (Mus musculus): Present, with highly conserved counterparts.; - Caenorhabditis elegans: Present, functional analogs with some compositional variations.; - Drosophila melanogaster: Present, though subunit composition and interactions diverge.; - Saccharomyces cerevisiae: Present, as the MIND complex, with different subunit nomenclature.; ---",,,**; **; **
few-shot,Kinetochore Mis12 complex,Human,"Found in Mouse, C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae (with structural variations and organism-specific differences).","The human Kinetochore Mis12 complex is a core component of the outer kinetochore, facilitating the assembly and stabilization of the interface between centromeric chromatin and microtubule-binding components. It is essential for chromosome segregation during mitosis and meiosis by serving as a scaffold for recruitment of additional kinetochore proteins, including the Ndc80 and Knl1 complexes.","Mis12, DSN1, NSL1, PMF1","MIS12, DSN1, NSL1, PMF1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.0**
contextual,Mis12 Complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae","The human Mis12 complex is a core component of the kinetochore, essential for proper chromosome alignment and segregation during mitosis. It serves as an interface linking inner kinetochore proteins (CCAN) with the KMN network, thus enabling microtubule attachment and spindle checkpoint signaling.","MIS12 (hMIS12), DSN1, NSL1, PMF1 (also known as NNF1 or p29)","MIS12 (Gene ID: 79003), DSN1 (Gene ID: 84941), NSL1 (Gene ID: 56947), PMF1 (Gene ID: 5371)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,THO complex,Saccharomyces cerevisiae,,"The THO complex plays an essential role in the coupling of transcription to mRNA processing and export. It is primarily involved in preventing the formation of R-loops during transcription elongation, thereby maintaining genome stability and facilitating proper mRNP (messenger ribonucleoprotein particle) assembly and export from the nucleus.; Proteins and Corresponding Genes:; 1. Hpr1 (Gene: HPR1); 2. Tho2 (Gene: THO2); 3. Mft1 (Gene: MFT1); 4. Thp2 (Gene: THP2); 5. Tex1 (Gene: TEX1); Presence in Other Organisms:; The THO complex is also found in:; - Human; - Mouse; - Drosophila melanogaster; - C. elegans; Confidence Score Calculation:; - Consistency of information across different databases/sources: 1.00 (THO is well characterized in S. cerevisiae with consistent reporting); - Supporting experimental data regarding the complex: 1.00 (Extensive biochemical and genetic studies exist in S. cerevisiae); - Accuracy of corresponding protein-gene mapping: 1.00 (Mappings are unambiguously established); - Analysis information being specific to the organism: 1.00 (Analysis specifically limited to S. cerevisiae); Confidence Score Equation:; (1.00 * 0.3) + (1.00 * 0.3) + (1.00 * 0.25) + (1.00 * 0.15) = 0.30 + 0.30 + 0.25 + 0.15 = 1.00",,,
few-shot,THO complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, Arabidopsis thaliana, C. elegans","The THO complex is a nuclear, multi-protein assembly that plays a critical role in transcription elongation and mRNA export. It is involved in coupling transcription with the packaging and export of mRNA, ensuring genome stability, and preventing the formation of R-loops during gene expression.","Hpr1, Tho2, Mft1, Thp2, Tex1","HPR1, THO2, MFT1, THP2, TEX1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
