Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,GINS complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'",The GINS complex is a key component in the initiation of DNA replication. It plays a crucial role in the formation of the replication fork and is involved in the stabilization and progression of the replication machinery.',"Psf1, Psf2, Psf3, Sld5'","PSF1, PSF2, PSF3, SLD5'",(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**'
contextual,GINS complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The GINS complex is essential for the initiation and progression of DNA replication. It interacts with other components of the replisome, such as Cdc45 and the Mcm2-7 helicase, to facilitate the unwinding of DNA and the loading of additional replication machinery.'","Psf1, Psf2, Psf3, Sld5'","PSF1, PSF2, PSF3, SLD5'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
zero-shot,** CMG Helicase Complex,** Saccharomyces cerevisiae (Baker's yeast),**,"** The CMG (Cdc45-MCM-GINS) helicase complex is essential for DNA replication in eukaryotic cells. It functions to unwind the double-stranded DNA at the replication fork, providing the single-stranded DNA template needed for replication to proceed. The CMG complex plays a critical role in the initiation and elongation phases of DNA synthesis.",**,**,**; **
few-shot,CMG helicase complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The CMG helicase complex is essential for the initiation and elongation phases of DNA replication, where it unwinds the double-stranded DNA ahead of the replication fork.'","Cell division cycle 45 (Cdc45), Mini-chromosome maintenance proteins 2-7 (Mcm2-7), Go-ichi-ni-san (GINS) complex subunits Sld5, Psf1, Psf2, Psf3'","CDC45, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, SLD5, PSF1, PSF2, PSF3'",(0.90 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**'
contextual,CMG helicase complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'",The CMG helicase complex is essential for the unwinding of DNA during replication initiation. It acts as the main replicative helicase that facilitates the progression of the replication fork.',"Cdc45, Mcm2, Mcm3, Mcm4, Mcm5, Mcm6, Mcm7, GINS complex subunit Psf1, GINS complex subunit Psf2, GINS complex subunit Psf3, GINS complex subunit Sld5'","CDC45, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, PSF1, PSF2, PSF3, SLD5'",(0.93 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.279 + 0.27 + 0.25 + 0.15 = **0.949**'
zero-shot,,,,,,,**; **
few-shot,20S mitochondrial small ribosomal subunit',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","This complex is responsible for protein synthesis within the mitochondria, translating mitochondrial mRNA into functional proteins necessary for mitochondrial function and overall cellular energy production.'","MRPS28, MRPS9, MRPS11, among others that collectively make up the 20S small subunit'","MRPS28, MRPS9, MRPS11, etc., corresponding to their respective proteins that constitute the small ribosomal subunit'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,20S mitochondrial small ribosomal subunit',Saccharomyces cerevisiae',"Humans, Mouse, C. elegans, Drosophila melanogaster'",The 20S mitochondrial small ribosomal subunit is part of the mitochondrial ribosome responsible for protein synthesis within the mitochondrion. It plays a key role in translating mitochondrial mRNA.’,"MRPS1, MRPS2, MRPS5, MRPS6, MRPS8, MRPS9, MRPS10, MRPS11, MRPS12, MRPS13, MRPS14, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS21, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS27, MRPS28, MRPS29, MRPS30'","RSM23, RSM19, RSM22, RSM25, RSM24, RSM21, RSM27, RSM20, RSM13, RSM23, RSM10, RSM14, RSM18, RSM11, RSM16, RSM17, RSM12, RSM26, RSM8, RSM15, RSM29, RSM9, RSM7, RSM4, RSM6, RSM3'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,Cardiac Troponin Complex,Human (Homo sapiens),,"The cardiac troponin complex is an essential component of the heart muscle's contractile apparatus. It plays a critical role in regulating cardiac muscle contraction and relaxation by mediating the calcium-sensitive switch that controls the interaction between actin and myosin, the proteins responsible for muscle contraction.",,1. **Troponin C (cTnC)**: TNNC1; 2. **Troponin I (cTnI)**: TNNI3; 3. **Troponin T (cTnT)**: TNNT2; **Other Organisms where the Complex is Found**:; - Mouse (Mus musculus); **Confidence Score Calculation**:; - Consistency of information across different databases/sources: 0.3 (confirmed across multiple sources); - Supporting experimental data regarding the complex: 0.3 (extensive experimental research available); - Accuracy of corresponding protein-gene mapping: 0.25 (well-established gene-protein relationships); - Analysis information being specific to the organism that it is most prominent in: 0.15 (human-specific details provided); 0.3 * 1.00 + 0.3 * 1.00 + 0.25 * 1.00 + 0.15 * 1.00 = 1.00,**1.00**
few-shot,Cardiac Troponin Complex',Human',"Mouse, C. elegans, Drosophila melanogaster'","The cardiac troponin complex functions as the regulatory unit of cardiac muscle contraction. It mediates the calcium-dependent interaction between actin and myosin, which are the primary proteins responsible for muscle contraction.'","Troponin C (TnC), Troponin I (TnI), Troponin T (TnT)'","TNNC1, TNNI3, TNNT2'",(1.00 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.85 × 0.15) = 0.30 + 0.285 + 0.25 + 0.1275 = **0.9625**'
contextual,Cardiac Troponin Complex',Human',"Mouse, C. elegans, Drosophila melanogaster'","This protein complex is critical in the regulation of cardiac muscle contraction. It mediates the calcium-dependent interaction between actin and myosin, which is essential for proper cardiac muscle function and response to physiological stimuli.'","Troponin C (TnC), Troponin I (TnI), Troponin T (TnT)'","TNNC1 (Troponin C), TNNI3 (Troponin I), TNNT2 (Troponin T)'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
