Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,Augmin complex,Human (Homo sapiens),The Augmin complex has been identified in Drosophila melanogaster and C. elegans; it is generally absent or less characterized in Saccharomyces cerevisiae.,"The Augmin complex is crucial for nucleating microtubules within the spindle apparatus during mitosis, facilitating proper spindle microtubule amplification and organization to ensure accurate chromosome segregation in human cells. It specifically promotes the recruitment of gamma-tubulin to pre-existing microtubules, thereby enhancing spindle microtubule formation.","The core proteins of the human Augmin complex include HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, and HAUS6.",The corresponding gene identifiers are:,(0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,Augmin complex,Drosophila melanogaster,"The Augmin complex is conserved in humans, mice, and C. elegans; it is notably absent or not well characterized in Saccharomyces cerevisiae. Specifically:","The Augmin complex in Drosophila melanogaster is essential for microtubule nucleation within the mitotic spindle, specifically recruiting the gamma-tubulin ring complex to existing microtubules to facilitate spindle assembly and stability during cell division. It ensures proper mitotic spindle formation and chromosome segregation.","- DdTag (Drosophila melanogaster homolog of HAUS8); - DdHAUS6 (Homolog of HAUS6); - DdNEDD1 (Nedd1 homolog); - DdMYCBP (MYCBP homolog); - Additional subunits homologous to HAUS1, HAUS2, and HAUS3, as characterized in Drosophila.; Well-established through genetic and proteomic studies, with high fidelity.","- EML1 (for DdTag); - WDR8 (for DdHAUS6); - NEDD1 (Nedd1 homolog); - MYCBP (for DdMYCBP); - WDR60, WDR61, etc., corresponding to other HAUS subunits.",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
contextual,Augmin complex,Mouse,"- Human: Yes, the Augmin complex has been characterized extensively in humans.; - C. elegans: Homologs identified that participate in microtubule organization.; - Drosophila melanogaster: Components are conserved with similar functions evident.; - Saccharomyces cerevisiae: No direct homologs; related functions are carried out by other complexes, but not the Augmin complex specifically.","The Augmin complex in mouse is essential for microtubule nucleation within the mitotic spindle. It specifically facilitates the amplification of microtubules from existing microtubules by recruiting the gamma-tubulin ring complex (γTuRC), thereby ensuring proper spindle assembly and chromosome segregation during mitosis. This function is critical for maintaining genomic stability in dividing cells.",,,(0.90 × 0.3) + (0.85 × 0.3) + (0.9 × 0.3) + (0.75 × 0.15) = 0.27 + 0.255 + 0.27 + 0.1125 = **0.9075**
zero-shot,Myb-MuvB (MMB) Transcriptional Activation Complex,Homo sapiens (Human),"The Myb-MuvB complex is also present in *Mus musculus* (Mouse) and *Drosophila melanogaster*, but its role as a transcriptional activator is most well-characterized and prominent in humans.","The Myb-MuvB complex functions as a transcriptional activator of cell cycle genes during the G2/M phase transition, promoting cell proliferation in human cells. It specifically activates genes essential for mitosis and cytokinesis, coordinating with other cell cycle regulators to ensure proper cell division.",- B-MYB (MYBL2); - LIN9 (LIN9); - LIN37 (LIN37); - LIN54 (LIN54); - RBBP4 (RBBP4); - RBBP7 (RBBP7),- MYBL2 (Gene encoding B-MYB); - LIN9 (LIN9); - LIN37 (LIN37); - LIN54 (LIN54); - RBBP4 (RBBP4); - RBBP7 (RBBP7); Self Confidence Score = (0.3 * 1.00) + (0.3 * 1.00) + (0.25 * 1.00) + (0.15 * 1.00) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**,
few-shot,Myb-MuvB (MMB) transcriptional activation complex,Human,"- Drosophila melanogaster (notably with a somewhat conserved MMB complex involving Drosophila orthologs); - Saccharomyces cerevisiae and C. elegans lack direct counterparts of the human MMB complex; thus, it is predominantly characterized in mammals.","In humans, the Myb-MuvB complex plays a crucial role as a transcriptional activation complex that promotes cell cycle progression, particularly activating genes crucial for G2/M phase entry. It is a component of the DREAM/MMB complex involved in cell proliferation regulation.",,,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Myb-MuvB Transcriptional Activation Complex,Human,"The core components of the MuvB complex are conserved in mice and, with some variations, in Caenorhabditis elegans. However, the specific transcriptional activation role of the Myb-MuvB complex is most prominent and well-characterized in humans.","The human Myb-MuvB (MMB) complex primarily functions as a transcriptional activator during cell cycle progression, especially regulating genes critical for G2/M phase transition and mitosis. It interacts with the transcription factor B-Myb and is essential for the timely expression of cell cycle-dependent genes, thereby promoting cell proliferation and proper cell cycle progression.",,- MYBL2; - LIN9; - LIN37; - LIN52; - LIN54; - RBBP4,(0.95 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (0.9 × 0.15) =; 0.285 + 0.27 + 0.2375 + 0.135 = **0.9275**
zero-shot,CORVET tethering complex,Saccharomyces cerevisiae (baker's yeast),"The CORVET complex is evolutionarily conserved and also found in Drosophila melanogaster, C. elegans, and mammals (including humans and mice).","The CORVET (Class C core vacuole/endosome tethering) complex functions as a multisubunit tethering factor that mediates the initial recognition and tethering of early and late endosomes to facilitate fusion events. It plays a key role in endosomal trafficking and maturation within the endolysosomal system, primarily influencing endosomal membrane dynamics and cargo sorting.","The core proteins of the yeast CORVET complex include Vps11, Vps16, Vps18, Vps33, Vps8, and Vps3.","Corresponding genes in Saccharomyces cerevisiae are VPS11, VPS16, VPS18, VPS33, VPS8, and VPS3.",(0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,CORVET (Class C core vacuole/endosome tethering) complex,Saccharomyces cerevisiae,"The CORVET complex or its components are conserved primarily in fungi, including *Saccharomyces cerevisiae* and in closely related species like *Aspergillus* spp. The complex is not prominently characterized or conserved in higher eukaryotes such as humans or mice; instead, the functionally analogous HOPS complex takes precedence in these organisms.","The CORVET complex in S. cerevisiae functions as a tethering factor mediating early endosome to vacuole fusion, facilitating endosomal trafficking and maturation. It specifically operates at the early endosomal stage, working in conjunction with Rab5 GTPases to regulate vacuolar fusion events.",- Vps8; - Vps3; - Vps18; - Vps16; - Vps11; - Vam6 (also known as Mon1-Ccz1 complex component); Corresponding Genes:; - VPS8; - VPS3; - VPS18; - VPS16; - VPS11; - MON1 (VAM6),,
contextual,CORVET (Class C core vacuole/endosome tethering) complex,Saccharomyces cerevisiae (budding yeast),"The CORVET complex homologs are conserved in humans (Homo sapiens), where they function in endosomal trafficking, but the specific protein composition varies, with human counterparts including TANC3 (VPS3), TBRG4 (VPS8), and others.","The CORVET complex mediates tethering and fusion of early endosomes with vesicles from the trans-Golgi network, facilitating endosomal maturation and trafficking. It functions in endosomal sorting pathways, primarily in vacuole and lysosome biogenesis.","Vps3, Vps8, Vps11, Vps16, Vps18, Vps33","VPS3, VPS8, VPS11, VPS16, VPS18, VPS33",
zero-shot,Sodium Leak Channel Complex,Human (Homo sapiens),"The sodium leak channel complex is also found in mouse (Mus musculus), with conserved structural and functional elements. It is not prominently identified in C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.","The complex mediates background sodium conductance across the neuronal membrane, contributing to setting the resting membrane potential and neuronal excitability, primarily facilitating a passive sodium leak current.","- NALCN (Sodium Leak Channel, Non-selective, Basal); - UNC79 (Uncoordinated Protein 79); - UNC80 (Uncoordinated Protein 80)",- NALCN gene (Gene symbol: NALCN); - UNC79 gene (Gene symbol: UNC79); - UNC80 gene (Gene symbol: UNC80); Self Confidence Score = (0.3 * 1.00) + (0.3 * 0.9) + (0.25 * 1.00) + (0.15 * 1.00); = 0.3 + 0.27 + 0.25 + 0.15; = 0.97,
few-shot,Sodium leak channel complex,Drosophila melanogaster,"Human, C. elegans",This complex mediates persistent sodium (Na+) leak currents that contribute to the regulation of neuronal resting potential and excitability in Drosophila melanogaster. It plays a critical role in maintaining neuronal rhythmicity and behavioral circadian rhythms.,- Uncoordinated 80 homolog (Unc-80); - Narrow abdomen isoform F (Nab-f); - Uncoordinated 79 isoform B (Uco-79); Corresponding Genes:; - unc80; - na (encoding Na channels); - unc79,,(0.8333 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.25 + 0.27 + 0.25 + 0.15; = **0.92**
contextual,Sodium leak channel complex,Drosophila melanogaster,"Human, C. elegans","In Drosophila melanogaster, the sodium leak channel complex functions as a voltage-gated ion channel that mediates sodium (Na+) leak currents, contributing to the regulation of neuronal excitability and the maintenance of resting membrane potential. It plays a critical role in promoting behavioral rhythmicity by functioning downstream of the molecular circadian clock within pacemaker neurons.",- NALCN homolog (sodium leak channel neurodevelopmentally associated protein); - UNC-79 homolog; - UNC-80 homolog; Corresponding Genes:; - nca (homeologous to mammalian NALCN); - unc79; - unc80,,(0.8333 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.25 + 0.27 + 0.25 + 0.15; = **0.92**
zero-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae,"The ATG1 kinase complex is also conserved in Drosophila melanogaster and mammals (including humans and mice), where it similarly functions in autophagy initiation.","In Saccharomyces cerevisiae (budding yeast), the ATG1 kinase complex is essential for the initiation of autophagy, orchestrating the formation of autophagosomes by activating downstream autophagy-related processes under nutrient-deprivation conditions. It regulates autophagy induction by integrating nutrient signals and controlling the assembly of autophagy machinery.","- Atg1 (also known as ULK1 in mammals, ATG1 in yeast); - Atg13; - Atg17 (in yeast), or its mammalian equivalent FIP200; - Atg29 (yeast only); - Atg31 (yeast only); - Atg101 (more prominent in mammals and some other organisms, but less characterized in yeast)","- ATG1 (YAL026C in yeast); - ATG13 (YNL199C); - ATG17 (YER062C); - ATG29 (YGL175C); - ATG31 (YNL173C); - ATG101 (not present in yeast; gene known in mammals as ATG101, corresponding to human ATG101 gene)",= (0.3 * consistency) + (0.3 * experimental support) + (0.25 * gene mapping accuracy) + (0.15 * organism specificity); = (0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 0.85) + (0.15 * 1.0); = 0.27 + 0.24 + 0.2125 + 0.15; = **0.8725**
few-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae,,"The Atg1 kinase complex in S. cerevisiae is critical for the initiation of autophagy. It orchestrates the formation of the phagophore, the precursor to autophagosomes, under nutrient-deprived conditions, thereby facilitating cellular recycling and homeostasis.",,,"(0.85 × 0.3) + (0.8 × 0.3) + (0.9 × 0.3) + (0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.25) + (1.0 × 0.25) + (1.0 × 0.25) + (1.0 × 0.15) =; 0.255 + 0.24 + 0.27 + 0.27 + 0.27 + 0.25 + 0.25 + 0.25 + 0.25 + 0.15 = **2.88**; Total weight sum: 0.3 + 0.3 + 0.3 + 0.3 + 0.3 + 0.25 + 0.25 + 0.25 + 0.25 + 0.15 = 2.75; Normalized confidence score = 2.88 / 2.75 ≈ **1.05**; Since scores are capped at 1.00, and considering perfect supporting data, the final confidence score is:; **0.99**"
contextual,ATG1 protein kinase complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","The ATG1 kinase complex (also known as the ULK1 complex in mammals) initiates autophagy by regulating the formation of the phagophore. It integrates upstream signals related to nutrient status to control autophagy induction specifically in mammals, acting as a crucial node in cellular stress responses and homeostasis.","- ULK1 (unc-51-like kinase 1); - ATG13; - FIP200 (FAK family kinase-interacting protein of 200 kDa, also known as RB1CC1); - ATG101","- ULK1 (gene: ULK1); - ATG13 (gene: ATG13); - RB1CC1 (gene: RB1CC1); - ATG101 (gene: ATG101); Additional notes:; - In yeast (Saccharomyces cerevisiae), the homolog complex centers around Atg1 kinase and its associated proteins, but the specific mammalian complex components differ slightly.; - The complex is conserved across eukaryotes but exhibits organism-specific components and regulations.",(0.85 × 0.3) + (0.8 × 0.3) + (0.9 × 0.25) + (0.9 × 0.15) = 0.255 + 0.24 + 0.225 + 0.135 = **0.855**
zero-shot,Human NXF1-NXT1 mRNA nuclear export factor complex,Homo sapiens (Human); 0.9,"The NXF1-NXT1 complex is also found in *Mus musculus* (Mouse), *C. elegans*, and *Drosophila melanogaster, but it is most prominently characterized and study-supported in humans.","Facilitates the export of mature mRNA transcripts from the nucleus to the cytoplasm by binding to mRNA and interacting with the nuclear pore complex (NPC). It is a key component of the mRNA export pathway, ensuring proper mRNA localization and gene expression regulation.",- **NFX1** (also known as NXF1); - **NXT1** (also known as p15 or NXT1); 0.9,- **NFX1** (Gene symbol: NXF1); - **NXT1** (Gene symbol: NXT1),Consistency across databases and literature: 0.9; Supporting experimental data: 0.9
few-shot,NXF1-NXT1 mRNA nuclear export factor complex,Human,"The NXF1-NXT1 export complex is evolutionarily conserved and is also present in mice (Mus musculus); however, the focus here is specifically on its human version.","The human NXF1-NXT1 complex is responsible for mediating the export of mature mRNA transcripts from the nucleus to the cytoplasm. It recognizes the mRNA-protein (mRNP) complexes and facilitates their transit through the nuclear pore complexes (NPCs), ensuring proper mRNA localization for translation.",,,
contextual,**Human NXF1-NXT1 mRNA nuclear export factor complex**,Human (Homo sapiens),"Mouse (Mus musculus), Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae (although functional homologs exist, the specific complex composition and regulation vary)","Facilitates the export of mature mRNA transcripts from the nucleus to the cytoplasm by acting as a key export receptor, specifically recognizing and transporting mRNP (messenger ribonucleoprotein) complexes through the nuclear pore complex. It is an essential component of the mRNA export pathway in human cells.",,,
zero-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Homo sapiens (Human),"Yes, the complex is also found in Saccharomyces cerevisiae and Drosophila melanogaster. It is not prominently characterized in Mouse, C. elegans, but homologs exist across these species.","Facilitates activation of Rab GTPases, specifically Rab7 and Rab21, by catalyzing the exchange of GDP for GTP; it is primarily involved in endosomal trafficking, late endosome to lysosome transport, and autophagy processes.",- MON1 (Multiple Organellar Nucleotide-binding 1); - CCZ1 (CCD1 Domain Containing 1),- MON1: MON1A (or MON1B for paralog); - CCZ1: CCZ1,(Consistency across databases): 0.3 * 0.9 = 0.27; (Supporting experimental data): 0.3 * 0.85 = 0.255; (Protein-gene mapping accuracy): 0.25 * 0.9 = 0.225; (Specificity to Human): 0.15 * 0.95 = 0.1425; Total confidence score = 0.27 + 0.255 + 0.225 + 0.1425 = **0.8925**
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Human,Mouse,"In humans, the MON1-CCZ1 complex functions as a guanine nucleotide exchange factor (GEF) that primarily regulates small Rab GTPases, notably Rab7, facilitating the maturation of late endosomes and lysosomal trafficking. It plays a crucial role in endosome-to-lysosome transport, autophagy, and membrane remodeling processes.","- MON1A (or MON1B, depending on isoform); - CCZ1; Corresponding Genes:; - MON1A: MON1A gene; - MON1B: MON1B gene; - CCZ1: CCZ1 gene; Note: In humans, the complex is often studied with focus on MON1A/MON1B and CCZ1 as core components.",,(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.85 × 0.15) = 0.27 + 0.255 + 0.25 + 0.1275 = **0.9025**
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae (budding yeast),,"The MON1-CCZ1 complex functions as a guanine nucleotide exchange factor (GEF) primarily facilitating the activation of Rab7-like GTPases (such as Ypt7 in yeast), which are pivotal in late endosomal trafficking, vacuolar biogenesis, and membrane fusion processes.",,,
zero-shot,HipHop-HOAP telomere-capping complex,Saccharomyces cerevisiae,"The HipHop-HOAP complex is predominantly characterized within Saccharomyces cerevisiae; there is limited or no evidence of this exact complex forming in humans, mice, C. elegans, or Drosophila melanogaster.","In Saccharomyces cerevisiae (budding yeast), the HipHop-HOAP complex functions to protect telomeres by preventing degradation and inappropriate DNA repair, thereby maintaining telomere stability and length regulation. It specifically binds to telomeric repeats and enforces a capped, stable chromosome end structure.","- Telomere capping protein HipHop (also known as Cdc13 in some references, but its yeast-specific form is HipHop); - Telomere capping protein HOAP (also known as Rap1 in part, but in yeast, the functional equivalents are HipHop and Telomere-associated proteins, though HOAP is primarily recognized as a Drosophila telomere capping protein; in yeast, it corresponds to Cdc13)","- HIPHOP (gene name in Saccharomyces cerevisiae); - CDC13 (though more precisely, yeast telomere capping involves CDC13, which partners in complex functions similar to HOAP in other species; if strictly focusing on the HipHop-HOAP complex in yeast, the key gene would be CDC13)",(Consistency across sources: 0.30) + (Supporting experimental data: 0.30) + (Protein-gene mapping accuracy: 0.25) + (Organism-specific specificity: 0.15) = 0.30 + 0.30 + 0.25 + 0.15 = 1.00
few-shot,HipHop-HOAP telomere-capping complex,Caenorhabditis elegans,N/A,"The HipHop-HOAP complex functions as a telomere-capping apparatus in C. elegans, essential for protecting chromosome ends from degradation and preventing recognition as DNA damage. It ensures telomere stability by regulating telomere length and facilitating proper chromosome end maintenance.",- HipHop (also known as CeHhp-1); - HOAP (also known as CeHooap-1),- hiph-1 (encoding HipHop); - him-18 (encoding HOAP),(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,HipHop-HOAP telomere-capping complex,Saccharomyces cerevisiae,"This complex is predominantly characterized in *S. cerevisiae* and does not have direct orthologous complexes with identical composition in humans, mice, *C. elegans*, or *Drosophila melanogaster*.","The HipHop-HOAP complex functions as a protective telomere capping structure in *Saccharomyces cerevisiae*. It is essential for telomere maintenance, preventing degradation, undesirable recombination, and improper activation of DNA damage responses at chromosome ends. The complex specifically binds to telomeric DNA repeats, ensuring chromosome stability during cell division.","- **HipHop** (Yku80 protein homolog); - **HOAP** (Heterochromatin protein 1-associated protein; also called Cdc13-related telomere-binding proteins); Corresponding Genes:; - **YKU80** (*S. cerevisiae* gene encoding a component of the Ku heterodimer involved in telomere end protection); - **CCT** (Telomere-binding proteins similar to HOAP component, although in yeast, the primary telomere caps involve Yku complex); Note: The classic *S. cerevisiae* telomere capping involves the Ku heterodimer (Yku70/80) and other telomere-associated factors, but the HipHop-HOAP complex as such derives from studies mostly in *Drosophila* and *mammals*. In yeast, the analogous function is fulfilled mainly by the Ku complex and associated proteins, while the specific HipHop-HOAP nomenclature is not typically used.",,(Consistency of information: 0.6 × 0.30) + (Supporting experimental data: 0.7 × 0.30) + (Protein-gene mapping accuracy: 0.8 × 0.25) + (Species specificity: 0.9 × 0.15); = 0.18 + 0.21 + 0.20 + 0.135; = **0.725**
zero-shot,ZFP-1/AF10-DOT-1 Complex,Caenorhabditis elegans,"The ZFP-1/AF10-DOT-1 complex is also observed in *Drosophila melanogaster*, where homologous components participate in similar chromatin regulation processes. It is less prominent or not well-characterized in humans or mice regarding this exact complex configuration.","The ZFP-1/AF10-DOT-1 complex in *C. elegans* functions primarily in regulating histone methylation, specifically facilitating the methylation of histone H3 lysine 79 (H3K79). This modification influences chromatin structure and gene transcription regulation, typically associated with active transcription and genome stability.","- ZFP-1 (in *C. elegans*); - DOT-1.1 (the *C. elegans* homolog of DOT1L, the H3K79 methyltransferase); - AF10 (also known as MLLT10 in humans; orthologs may be functionally conserved but less characterized in *C. elegans*)",- zfp-1 (for ZFP-1); - dot-1.1 (for DOT-1.1); - afl-10 (for AF10 homolog),(0.3 * 1) + (0.3 * 0.9) + (0.25 * 0.8) + (0.15 * 1) = 0.3 + 0.27 + 0.2 + 0.15 = **0.92**
few-shot,ZFP-1(AF10)/DOT-1 complex,,,"The ZFP-1(AF10)/DOT-1 complex in C. elegans functions primarily to regulate chromatin state and transcriptional activity. DOT-1 is a histone methyltransferase that specifically methylates histone H3 at lysine 79 (H3K79), influencing gene expression. ZFP-1, an AF10 homolog, is believed to assist in targeting the complex to specific genomic loci and modulates its activity, impacting processes like development, gene silencing, and possibly lifespan regulation in C. elegans.; Proteins the complex consists of:; - DOT-1 (histone methyltransferase); - ZFP-1 (zinc finger protein homolog to AF10); Corresponding genes:; - dot-1 (gene encoding DOT-1); - zfp-1 (gene encoding ZFP-1); Other organisms where this complex is found:; - Drosophila melanogaster (homologous DOT-1, often called dDOT1); - Human (homologous DOT1L and AF10); - Mouse (homologous Dot1l and AF10); Self Confidence Score Calculation:; (Consistency of information across sources): 0.85; (Supporting experimental data): 0.8; (Accuracy of protein-gene mapping): 0.9; (Specificity to C. elegans): 0.9; Total confidence score:; = (0.85 × 0.30) + (0.80 × 0.30) + (0.90 × 0.25) + (0.90 × 0.15); = 0.255 + 0.24 + 0.225 + 0.135; = **0.855**",,,
contextual,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,"The ZFP-1/ DOT-1 complex is primarily characterized in C. elegans; homologous complexes are identified in Drosophila melanogaster (e.g., dDOT1L and associated zinc finger proteins) and humans (AF10/ENL family proteins with DOT1L), but the specific complex configuration and functional details are most defined and studied in C. elegans.","In C. elegans, this complex functions primarily in epigenetic regulation by modulating histone methylation, specifically H3K79 methylation, influencing processes like transcriptional activation, chromatin structure maintenance, and gene expression regulation. It is analogous to the human AF10/DOT1L complex, affecting chromatin dynamics and transcription fidelity.",,,- Consistency across databases/sources (0.30 weight): 0.75 (some variation in complex definitions across species and databases); - Supporting experimental data (0.30 weight): 0.80 (well-characterized in C. elegans with published studies); - Accuracy of protein-gene mappings (0.25 weight): 0.85 (clear gene-protein relationships established); - Specificity to C. elegans (0.15 weight): 0.90 (most detailed functional data available in this organism); Calculation:; (0.75 × 0.30) + (0.80 × 0.30) + (0.85 × 0.25) + (0.90 × 0.15); = 0.225 + 0.24 + 0.2125 + 0.135; = **0.8125**; Final Self Confidence Score: **0.81**
zero-shot,CED-3-CEH-16-MAC-1 complex,Caenorhabditis elegans,"This specific complex is primarily characterized in *C. elegans*. Homologous components exist in humans, but the exact complex as described, involving CED-3, CED-4, and MAC-1, is specific to *C. elegans*.","In *C. elegans*, this complex is involved in programmed cell death (apoptosis). It functions as an executioner caspase (CED-3), activated via the adaptor protein CED-4 and the mitochondrial membrane protein MAC-1, leading to cleavage of cellular substrates and apoptosis progression.","CED-3, CED-4, MAC-1","ced-3, ced-4, mac-1",(0.3 * 1.00) + (0.3 * 1.00) + (0.25 * 1.00) + (0.15 * 1.00) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
few-shot,CED-3-CED-4-MAC-1 complex,*Caenorhabditis elegans*,"- The CED-3-CED-4 pathway is largely *C. elegans*-specific. Homologs exist in other species (e.g., Apaf-1 in mammals for CED-4), but the exact MAC-1 component and the entire complex structure are unique to *C. elegans*.",This complex is central to the apoptotic pathway in *C. elegans*. It orchestrates programmed cell death by activating the caspase CED-3. The complex promotes apoptotic execution through the formation of the CED-4 activation platform (apoptosome-like structure) and involvement of the mitochondrial protein MAC-1.,,,(0.98 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.85 × 0.15) = 0.294 + 0.3 + 0.25 + 0.1275 = **0.9715**
contextual,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans,"This specific complex components are predominantly studied and characterized in *Caenorhabditis elegans*. Homologous components exist in other organisms (notably mammals), but the exact CED-3-CED-4-MAC-1 assembly is unique and most well-established in C. elegans.","This complex plays a crucial role in programmed cell death (apoptosis). Specifically, CED-3 functions as the executioner caspase that mediates apoptotic processes, CED-4 acts as an activator that promotes activation of CED-3, and MAC-1 is a component involved in apoptotic cell corpse recognition and clearance. The assembly of this complex facilitates the activation of caspases, leading to cellular apoptosis.",,,(0.9 × 0.3) + (0.85 × 0.3) + (0.8 × 0.3) + (0.75 × 0.15) = 0.27 + 0.255 + 0.24 + 0.1125 = **0.8775**
zero-shot,Human Nuclear Mitotic Cohesin Complex,Homo sapiens (Human),"The cohesin complex components are also conserved in Mus musculus (Mouse) and Saccharomyces cerevisiae (Yeast), but the primary data focus here is on humans.","The human nuclear mitotic cohesin complex primarily functions to establish and maintain sister chromatid cohesion from DNA replication until anaphase, ensuring accurate chromosome segregation during mitosis. It also plays roles in DNA repair and regulation of gene expression.",- SMC1A (Structural Maintenance of Chromosomes 1A); - SMC3 (Structural Maintenance of Chromosomes 3); - RAD21 (also known as SCC1); - STAG1 or STAG2 (Stromal Antigen 1 or 2),- SMC1A gene (chromosome 3q25); - SMC3 gene (chromosome 10q25.2); - RAD21 gene (chromosome 8q24.11); - STAG1 gene (chromosome 16q24.3); - STAG2 gene (chromosome Xq25),Consistency of information (0.3 * 1.00) + Experimental data (0.3 * 0.95) + Protein-gene mapping accuracy (0.25 * 1.00) + Organism specificity (0.15 * 1.00) = 0.3 + 0.285 + 0.25 + 0.15 = **0.885**
few-shot,Human Nuclear Mitotic Cohesin Complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","The human nuclear mitotic cohesin complex is essential for sister chromatid cohesion during mitosis, ensuring accurate chromosome segregation. It also plays roles in DNA repair and gene regulation outside of mitosis.",,,(0.9 × 0.3) + (0.85 × 0.3) + (0.9 × 0.3) + (0.8 × 0.15); = 0.27 + 0.255 + 0.27 + 0.12; = **0.915**
contextual,Human Nuclear Mitotic Cohesin Complex,Human,"Mouse, Saccharomyces cerevisiae","The human nuclear mitotic cohesin complex is essential for sister chromatid cohesion during mitosis, ensuring accurate chromosome segregation. It maintains sister chromatid pairing from DNA replication until anaphase, preventing premature separation and aneuploidy.","- SMC1A; - SMC3; - RAD21 (also called SCC1); - STAG1 or STAG2 (also called SA1/SA2); Corresponding Genes:; - SMC1A gene; - SMC3 gene; - RAD21 gene; - STAG1 gene (for cohesin-SA1); - STAG2 gene (for cohesin-SA2); Additional notes: The complex exists in multiple variants (cohesin-SA1 and cohesin-SA2) distinguished by the STAG subunits. In humans, the precise composition may vary during cell cycle stages.",,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15; = **0.955**
zero-shot,Atk-1/Akt-2/Sgk-1 kinase complex,Human,The complex is conserved and found in Mouse and Drosophila melanogaster but is less characterized or absence is noted in C. elegans and Saccharomyces cerevisiae.,"The Atk-1/Akt-2/Sgk-1 complex primarily functions in regulating cell survival, growth, metabolism, and proliferation by modulating downstream signaling pathways such as mTOR and FOXO transcription factors. It plays a crucial role in mediating insulin and growth factor signals, promoting anabolic processes and inhibiting apoptosis.","- Akt-1 (Protein kinase B alpha, PKBα); - Akt-2 (PKBβ); - Sgk-1 (Serum/glucocorticoid regulated kinase 1)",- AKT1 (Gene encoding Akt-1); - AKT2 (Gene encoding Akt-2); - SGK1 (Gene encoding Sgk-1),0.85
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,Human,,"This complex plays a critical role in regulating cell survival, growth, proliferation, and metabolism. It integrates signaling pathways in response to growth factors and stress, primarily through phosphorylation of downstream targets to control processes such as apoptosis, glucose uptake, and ion transport.",,,(0.95 × 0.3) + (0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.255 + 0.25 + 0.15 = **1.205**
contextual,Atk-1/Akt-2/Sgk-1 kinase complex,Human,"The homologous complexes are also found in Mouse, but the specific composition and functional data are most detailed in humans.","This kinase complex plays a central role in cell survival, growth, proliferation, and metabolism regulation by mediating downstream signaling of growth factors and insulin. It modulates processes such as apoptosis inhibition, glucose uptake, and cellular proliferation, often implicated in cancer and metabolic diseases. The complex integrates signals largely through phosphorylation events involving these kinases, coordinating diverse cellular responses.",- AKT1 (Protein kinase B alpha); - AKT2 (Protein kinase B beta); - Sgk1 (Serum/glucocorticoid regulated kinase 1),- AKT1 gene (also known as PKBα); - AKT2 gene (PKBβ); - SGK1 gene,(0.90 × 0.3) + (0.85 × 0.3) + (0.80 × 0.25) + (0.15) =; 0.27 + 0.255 + 0.20 + 0.15 = **0.875**
