Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,GINS complex,Human,Saccharomyces cerevisiae;  Mouse,Essential for DNA replication initiation and progression during S-phase;  acts as a key component of the replicative helicase during chromosomal DNA replication,PSF1 (GINS1); PSF2 (GINS2); PSF3 (GINS3); PGS1 (GINS4),GINS1 (encoding PSF1); GINS2 (encoding PSF2); GINS3 (encoding PSF3); GINS4 (encoding PGS1),0.1425
few-shot,GINS complex,Human; 1.0,Saccharomyces cerevisiae;  Drosophila melanogaster,Essential for DNA replication initiation and progression during S phase;  functioning as part of the CMG (Cdc45-MCM-GINS) helicase complex during DNA replication,GINS complex subunit PSF1 (PSF1); GINS complex subunit PSF2 (PSF2); GINS complex subunit PSF3 (PSF3); GINS complex subunit SLD5 (SLD5); 1.0,GINS1 (PSF1); GINS2 (PSF2); GINS3 (PSF3); GINS4 (SLD5); Self Confidence Score Calculation:; Consistency of information (0.3 weight): 0.95; Supporting experimental data (0.3 weight): 0.90,0.955
contextual,GINS complex,Human; 0.95 × 0.15 = 0.143,S. cerevisiae;  C. elegans;  Drosophila melanogaster,Essential for DNA replication initiation and progression during chromosome replication;  acting as a key component of the replisome during S phase of the cell cycle.,GINS1 (PSF1); GINS2 (PSF2); GINS3 (PSF3); GINS4 (PSF4); 1.00 × 0.25 = 0.250,GINS1; GINS2; GINS3; GINS4; Self Confidence Score Calculation:; Consistency of information: 0.95 × 0.30 = 0.285; Supporting experimental data: 0.90 × 0.30 = 0.270,0.948
zero-shot,CMG (Cdc45-MCM-GINS) Helicase Complex,Homo sapiens (Human),Saccharomyces cerevisiae,DNA replication initiation and unwinding during S-phase of cell cycle,Cdc45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1 (Psf1); GINS2 (Psf2); GINS3 (Psf3); GINS4 (Ncb1),CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1; GINS2; GINS3; GINS4,0.878
few-shot,CMG (Cdc45-MCM-GINS) Helicase Complex,Human,Saccharomyces cerevisiae;  Drosophila melanogaster,Essential DNA replication complex responsible for unwinding the DNA double helix during chromosome replication and DNA synthesis in eukaryotic cells,Cdc45 (Cell division cycle 45); MCM2-7 complex (Minichromosome maintenance proteins 2-7); GINS complex (Go-Ichi-Ni-San complex); GINS1 (Psf1); GINS2 (Psf2); GINS3 (Psf3); GINS4 (Sld5),CDC45; MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7; GINS1;  GINS2;  GINS3;  GINS4,0.9125
contextual,CMG (Cdc45-MCM-GINS) Helicase Complex,Human,Saccharomyces cerevisiae;  C. elegans,Essential for DNA replication initiation and elongation;  specifically unwinding the double-stranded DNA during the S phase of the cell cycle to enable DNA synthesis,CDC45 (Cell Division Cycle 45); MCM2 (Minichromosome Maintenance Complex Component 2); MCM3 (Minichromosome Maintenance Complex Component 3); MCM4 (Minichromosome Maintenance Complex Component 4); MCM5 (Minichromosome Maintenance Complex Component 5); MCM6 (Minichromosome Maintenance Complex Component 6); MCM7 (Minichromosome Maintenance Complex Component 7); GINS1 (GINS Complex Subunit 1); GINS2 (GINS Complex Subunit 2); GINS3 (GINS Complex Subunit 3); GINS4 (GINS Complex Subunit 4),CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1 (SELVL); GINS2 (PCMTD1); GINS3 (MCTS1); GINS4 (C14ORF80),0.929
zero-shot,20S Mitochondrial Small Ribosomal Subunit,Saccharomyces cerevisiae (Budding Yeast),None specifically identified,Protein synthesis within mitochondrial matrix;  specifically translating mitochondrial mRNAs into proteins essential for oxidative phosphorylation,Rps0 (Small Ribosomal Protein); Rps1 (Small Ribosomal Protein); Rps2 (Small Ribosomal Protein); Rps3 (Small Ribosomal Protein); Rps4 (Small Ribosomal Protein); Rps5 (Small Ribosomal Protein); Rps6 (Small Ribosomal Protein); Rps7 (Small Ribosomal Protein),MRPS0; MRPS1; MRPS2; MRPS3; MRPS4; MRPS5; MRPS6; MRPS7; Self Confidence Score Calculation:; (0.3 * 0.85) + (0.3 * 0.75) + (0.25 * 0.80) + (0.15 * 0.90) = 0.81,
few-shot,20S Mitochondrial Small Ribosomal Subunit,Human,N/A,Protein synthesis within mitochondrial matrix;  responsible for translating mitochondrial-encoded mRNAs into functional proteins essential for oxidative phosphorylation,Mitochondrial ribosomal protein S12; Mitochondrial ribosomal protein S17; Mitochondrial ribosomal protein S18; Mitochondrial ribosomal protein S20; Mitochondrial ribosomal protein S21; Mitochondrial ribosomal protein S27; Mitochondrial ribosomal protein S29,MRPS12; MRPS17; MRPS18A/MRPS18B; MRPS20; MRPS21; MRPS27; MRPS29; Self Confidence Score Calculation:; (0.85 × 0.3) + (0.75 × 0.3) + (0.90 × 0.25) + (1.0 × 0.15) = 0.255 + 0.225 + 0.225 + 0.15 = 0.855,
contextual,20S Mitochondrial Small Ribosomal Subunit,Saccharomyces cerevisiae (Baker's yeast),N/A,Responsible for mitochondrial protein translation and synthesis within the mitochondrial matrix;  specifically processing and translating mitochondrial mRNA into functional proteins essential for oxidative phosphorylation and cellular energy production.,Mitochondrial small ribosomal protein S12; Mitochondrial small ribosomal protein S13; Mitochondrial small ribosomal protein S14; Mitochondrial small ribosomal protein S16; Mitochondrial small ribosomal protein S18,MRPS12; MRPS13; MRPS14; MRPS16; MRPS18; Self Confidence Score Calculation:; (0.85 × 0.3) + (0.75 × 0.3) + (0.90 × 0.25) + (1.0 × 0.15) = 0.255 + 0.225 + 0.225 + 0.15 = 0.855; Explanation of Confidence Score Components:; Moderate consistency across databases (0.85); Limited experimental validation of complete complex (0.75); High accuracy in protein-gene mapping (0.90); High specificity to Saccharomyces cerevisiae (1.0),
zero-shot,Cardiac Troponin Complex,Human,Mouse,Regulates muscle contraction by modulating calcium-dependent interactions between actin and myosin during cardiac muscle contraction,Troponin C (regulatory calcium-binding subunit); Troponin I (inhibitory subunit); Troponin T (tropomyosin-binding subunit),TNNC1 (Troponin C1;  slow skeletal and cardiac type); TNNI3 (Troponin I3;  cardiac type); TNNT2 (Troponin T2; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.90) + (Experimental data: 0.3 × 0.85) + (Protein-gene mapping: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00) = 0.90,
few-shot,Cardiac troponin complex,Human,Mouse,Regulates muscle contraction by mediating calcium-dependent interactions between actin and myosin filaments in cardiac muscle,Troponin C (calcium-binding subunit); Troponin I (inhibitory subunit); Troponin T (tropomyosin-binding subunit),TNNC1 (Troponin C); TNNI3 (Troponin I); TNNT2 (Troponin T); Self Confidence Score Calculation:; • Consistency across databases (0.30): 0.95; • Supporting experimental data (0.30): 0.90; • Protein-gene mapping accuracy (0.25): 1.00; • Organism specificity (0.15): 1.00,0.955
contextual,Cardiac Troponin Complex,Human,Mouse,Regulates muscle contraction by modulating calcium-dependent interactions between actin and myosin filaments in striated muscle,Troponin C (cardiac muscle); Troponin I (cardiac muscle); Troponin T (cardiac muscle),TNNC1 (Troponin C); TNNI3 (Troponin I); TNNT2 (Troponin T); Self Confidence Score Calculation:; • Consistency across databases: 0.95 × 0.30 = 0.285; • Supporting experimental data: 0.90 × 0.30 = 0.270; • Protein-gene mapping accuracy: 1.00 × 0.25 = 0.250; • Organism specificity: 1.00 × 0.15 = 0.150,0.955
