Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,mu-Calpain complex,Human (Homo sapiens),Mouse (Mus musculus),mu-Calpain complex is a calcium-dependent cysteine protease that plays a role in various cellular processes such as cell migration;  cell cycle progression;  and apoptosis. It is involved in the limited proteolysis of substrates;  which can modulate their function.,Calpain-1 catalytic subunit (CAPN1); Calpain small subunit 1 (CAPNS1),CAPN1; CAPNS1,0.89
few-shot,mu-Calpain complex,Human,Mouse,Calcium-activated neutral protease involved in cytoskeletal remodeling;  cell differentiation;  apoptosis;  and signal transduction. It cleaves substrates involved in cytoskeletal remodeling and signal transduction.,Calpain-1 catalytic subunit;  Calpain small subunit 1,CAPN1;  CAPNS1,0.94
contextual,mu-Calpain complex,Human,Mouse,mu-Calpain is a calcium-activated neutral protease that plays a role in cytoskeletal remodeling;  cell adhesion;  and cell migration. It is involved in the regulation of various cellular processes;  including signal transduction;  cell cycle progression;  and apoptosis.,Calpain-1 catalytic subunit;  Calpain small subunit 1,CAPN1;  CAPNS1,0.94
zero-shot,GINS complex,Saccharomyces cerevisiae (budding yeast),The GINS complex is conserved across eukaryotes;  including Humans;  Mice;  C. elegans;  and Drosophila melanogaster.,The GINS complex is a key component of the eukaryotic replicative helicase CMG (Cdc45-MCM-GINS) complex. It plays a crucial role in the initiation and elongation stages of DNA replication by facilitating the unwinding of DNA and the progression of the replication fork.,The GINS complex in Saccharomyces cerevisiae consists of four subunits: Sld5;  Psf1;  Psf2;  and Psf3.,The corresponding genes for the GINS complex subunits in Saccharomyces cerevisiae are:,1.00
few-shot,GINS complex,Human,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae,The GINS complex is essential for the initiation and elongation stages of eukaryotic DNA replication. It is a key component of the CMG (Cdc45-MCM-GINS) complex;  which functions as the replicative helicase;  unwinding DNA ahead of the replication fork.,DNA replication complex GINS protein PSF1;  DNA replication complex GINS protein PSF2;  DNA replication complex GINS protein PSF3;  DNA replication complex GINS protein SLD5,GINS1;  GINS2;  GINS3;  GINS4,0.955
contextual,GINS complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster,The GINS complex is an essential component of the eukaryotic replicative helicase CMG (Cdc45-MCM-GINS) complex. It plays a crucial role in the initiation and elongation steps of DNA replication by facilitating the formation and progression of the replication fork.,Sld5;  Psf1;  Psf2;  Psf3,SLD5;  PSF1;  PSF2;  PSF3,0.955
zero-shot,CMG helicase complex,Saccharomyces cerevisiae (budding yeast),The CMG helicase complex is conserved across eukaryotes;  including Humans;  Mouse;  C. elegans;  and Drosophila melanogaster.,The CMG helicase complex is a key component of the eukaryotic replicative helicase;  which unwinds double-stranded DNA during DNA replication. It is essential for the initiation and elongation stages of DNA replication.,Cdc45 (Cell division cycle 45); Mcm2 (Minichromosome maintenance protein 2); Mcm3 (Minichromosome maintenance protein 3); Mcm4 (Minichromosome maintenance protein 4); Mcm5 (Minichromosome maintenance protein 5); Mcm6 (Minichromosome maintenance protein 6); Mcm7 (Minichromosome maintenance protein 7); Sld5 (Synthetic lethal with dpb11-1 protein 5); Psf1 (Partner of Sld five 1); Psf2 (Partner of Sld five 2); Psf3 (Partner of Sld five 3),CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; SLD5; PSF1; PSF2; PSF3,0.955
few-shot,CMG helicase complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The CMG (Cdc45-MCM-GINS) complex is a replicative helicase that unwinds double-stranded DNA during DNA replication;  separating the two strands to allow the synthesis of new DNA molecules by DNA polymerase.,Mini-chromosome maintenance protein 2;  Mini-chromosome maintenance protein 3;  Mini-chromosome maintenance protein 4;  Mini-chromosome maintenance protein 5;  Mini-chromosome maintenance protein 6;  Mini-chromosome maintenance protein 7;  Cell division control protein 45;  Sld5;  GINS complex subunit 1;  DNA replication complex GINS protein PSF2;  GINS complex subunit 3,MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7;  CDC45;  SLD5;  PSF1;  PSF2;  PSF3,0.97
contextual,CMG helicase complex,Saccharomyces cerevisiae (budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The CMG (Cdc45-MCM-GINS) helicase complex is a key component of the eukaryotic replication fork;  responsible for unwinding double-stranded DNA during DNA replication. It is essential for the initiation and elongation phases of DNA replication.,Cell division control protein 45 (Cdc45); Mini-chromosome maintenance protein 2 (Mcm2); Mini-chromosome maintenance protein 3 (Mcm3); Mini-chromosome maintenance protein 4 (Mcm4); Mini-chromosome maintenance protein 5 (Mcm5); Mini-chromosome maintenance protein 6 (Mcm6); Mini-chromosome maintenance protein 7 (Mcm7); GINS complex subunit 1 (Psf1); GINS complex subunit 2 (Psf2); GINS complex subunit 3 (Psf3); GINS complex subunit 4 (Sld5),CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; PSF1; PSF2; PSF3; SLD5,0.955
zero-shot,20S mitochondrial small ribosomal subunit,Human (Homo sapiens),Mouse (Mus musculus);  Drosophila melanogaster;  Saccharomyces cerevisiae,The 20S mitochondrial small ribosomal subunit is a component of the mitochondrial ribosome;  which is responsible for the synthesis of proteins encoded by the mitochondrial genome. It plays a crucial role in the translation of mitochondrial mRNAs into functional proteins essential for oxidative phosphorylation and energy production.,MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36;  PTCD3,MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36;  PTCD3,0.81
few-shot,20S mitochondrial small ribosomal subunit,Human,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae,The 20S mitochondrial small ribosomal subunit is a part of the mitochondrial ribosome (mitoribosome) responsible for the synthesis of mitochondrial proteins essential for oxidative phosphorylation and ATP production.,28S ribosomal protein S2;  mitochondrial;  28S ribosomal protein S5;  28S ribosomal protein S6;  28S ribosomal protein S7;  28S ribosomal protein S9;  28S ribosomal protein S10;  28S ribosomal protein S11;  28S ribosomal protein S12;  28S ribosomal protein S14;  28S ribosomal protein S15;  28S ribosomal protein S16;  28S ribosomal protein S17;  28S ribosomal protein S18a;  28S ribosomal protein S18b;  28S ribosomal protein S18c;  28S ribosomal protein S21;  28S ribosomal protein S22;  28S ribosomal protein S23;  28S ribosomal protein S24;  28S ribosomal protein S25;  28S ribosomal protein S26;  28S ribosomal protein S27;  28S ribosomal protein S28;  28S ribosomal protein S29;  28S ribosomal protein S30;  28S ribosomal protein S31;  28S ribosomal protein S33;  28S ribosomal protein S34;  28S ribosomal protein S35;  28S ribosomal protein S36,MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS29;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36,0.97
contextual,20S mitochondrial small ribosomal subunit,Human,Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae,The 20S mitochondrial small ribosomal subunit;  together with the 39S large subunit;  forms the 55S mitochondrial ribosome. It is responsible for the synthesis of mitochondrial proteins essential for oxidative phosphorylation and ATP production.,28S ribosomal protein S2;  mitochondrial (MRPS2);  28S ribosomal protein S5;  mitochondrial (MRPS5);  28S ribosomal protein S6;  mitochondrial (MRPS6);  28S ribosomal protein S7;  mitochondrial (MRPS7);  28S ribosomal protein S9;  mitochondrial (MRPS9);  28S ribosomal protein S10;  mitochondrial (MRPS10);  28S ribosomal protein S11;  mitochondrial (MRPS11);  28S ribosomal protein S12;  mitochondrial (MRPS12);  28S ribosomal protein S14;  mitochondrial (MRPS14);  28S ribosomal protein S15;  mitochondrial (MRPS15);  28S ribosomal protein S16;  mitochondrial (MRPS16);  28S ribosomal protein S17;  mitochondrial (MRPS17);  28S ribosomal protein S18a;  mitochondrial (MRPS18A);  28S ribosomal protein S18b;  mitochondrial (MRPS18B);  28S ribosomal protein S18c;  mitochondrial (MRPS18C);  28S ribosomal protein S21;  mitochondrial (MRPS21);  28S ribosomal protein S22;  mitochondrial (MRPS22);  28S ribosomal protein S23;  mitochondrial (MRPS23);  28S ribosomal protein S24;  mitochondrial (MRPS24);  28S ribosomal protein S25;  mitochondrial (MRPS25);  28S ribosomal protein S26;  mitochondrial (MRPS26);  28S ribosomal protein S27;  mitochondrial (MRPS27);  28S ribosomal protein S28;  mitochondrial (MRPS28);  28S ribosomal protein S31;  mitochondrial (MRPS31);  28S ribosomal protein S33;  mitochondrial (MRPS33);  28S ribosomal protein S34;  mitochondrial (MRPS34);  28S ribosomal protein S35;  mitochondrial (MRPS35);  28S ribosomal protein S36;  mitochondrial (MRPS36),MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36,0.955
zero-shot,Cardiac troponin complex,Human (Homo sapiens),The cardiac troponin complex is also found in Mouse (Mus musculus).,The cardiac troponin complex plays a crucial role in regulating muscle contraction in the heart. It is responsible for the calcium-dependent regulation of the interaction between actin and myosin filaments;  which enables the cyclical contraction and relaxation of cardiac muscle cells.,Troponin C;  slow skeletal and cardiac muscles (TNNC1); Troponin I;  cardiac muscle (TNNI3); Troponin T;  cardiac muscle (TNNT2),TNNC1; TNNI3; TNNT2,0.8875
few-shot,Cardiac troponin complex,Human,N/A,The cardiac troponin complex is a key regulator of cardiac muscle contraction and relaxation. It is responsible for the calcium-mediated interaction between actin and myosin filaments;  which leads to muscle contraction.,Troponin C;  cardiac muscle;  Troponin I;  Troponin T,TNNC1;  TNNI3;  TNNT2,0.985
contextual,Cardiac troponin complex,Human,N/A,The cardiac troponin complex plays a crucial role in regulating muscle contraction in the heart. It is responsible for the calcium-dependent regulation of the interaction between actin and myosin filaments;  which controls the contraction and relaxation of cardiac muscle fibers.,Troponin C;  slow skeletal and cardiac muscles (TnC); Troponin I;  cardiac muscle (TnI); Troponin T;  cardiac muscle (TnT),TNNC1; TNNI3; TNNT2,0.97
