Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Kinetochore Mis12 complex,Human,Saccharomyces cerevisiae;  Drosophila melanogaster;  C. elegans,The Mis12 complex is a crucial component of the kinetochore that serves as a linker between the inner and outer kinetochore structures. It plays a fundamental role in chromosome segregation during mitosis by mediating the attachment of chromosomes to spindle microtubules. The complex creates a structural platform for the assembly of the KMN network (KNL1;  Mis12;  and Ndc80 complexes);  which is essential for proper kinetochore-microtubule attachments and spindle assembly checkpoint signaling.,Mis12 protein;  Dsn1 protein;  Nsl1 protein;  Pmf1 protein,MIS12;  DSN1;  NSL1;  PMF1,0.9475
zero-shot,THO complex,Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The THO complex is primarily involved in mRNA processing and nuclear export. It plays a crucial role in transcription elongation coupled with mRNA export;  preventing formation of RNA-DNA hybrids (R-loops) during transcription. The complex is essential for efficient mRNP (messenger ribonucleoprotein) biogenesis and facilitates the recruitment of mRNA export factors. In yeast;  THO is particularly important for the transcription of long genes and genes with high GC content.,Tho2 (184 kDa); Hpr1 (88 kDa); Mft1 (45 kDa); Thp2 (33 kDa); Tex1 (47 kDa;  loosely associated),THO2 (YNL139C); HPR1 (YDR138W); MFT1 (YML062C); THP2 (YHR167W); TEX1 (YJL109C),0.9425
few-shot,THO complex,Saccharomyces cerevisiae (Budding yeast),Human;  Drosophila melanogaster,The THO complex is essential for transcription elongation and mRNA export. It functions by coupling transcription with messenger ribonucleoprotein (mRNP) formation and export. The complex prevents the formation of RNA-DNA hybrids (R-loops) during transcription;  which can lead to genomic instability. It also facilitates the recruitment of mRNA export factors and plays a role in transcription-coupled DNA recombination and repair.,Tho2;  Hpr1;  Mft1;  Thp2;  Tex1 (Tex1 is a substoichiometric component),THO2;  HPR1;  MFT1;  THP2;  TEX1,0.955
contextual,THO complex,Saccharomyces cerevisiae,Human;  Drosophila melanogaster,The THO complex is a nuclear protein complex involved in mRNA biogenesis;  specifically in coupling transcription to mRNA export. It functions in transcription elongation;  prevention of R-loop formation;  and mRNA export by recruiting export factors. It is essential for proper expression of stress response genes and efficient transcription of long or GC-rich genes.,Tho2;  Hpr1;  Mft1;  Thp2;  Tex1,THO2;  HPR1;  MFT1;  THP2;  TEX1,0.94
zero-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (Baker's yeast),Not found as this specific complex in Human;  Mouse;  C. elegans;  or Drosophila melanogaster;  although homologous SNARE proteins exist in these organisms.,This complex mediates fusion of transport vesicles with the endosome and late Golgi compartments in yeast. It plays a crucial role in protein trafficking between the trans-Golgi network and early endosomes;  and is involved in the recycling of proteins from endosomes back to the Golgi. The complex also participates in the proper sorting and delivery of vacuolar proteins via the CPY pathway in yeast.,TLG2 (t-SNARE of the late Golgi compartment 2) - Syntaxin-like t-SNARE; VTI1 (Vesicle transport through interaction with t-SNAREs 1) - v-SNARE; TLG1 (t-SNARE of the late Golgi compartment 1) - t-SNARE; SNC2 (Suppressor of the Null allele of CAP 2) - v-SNARE,TLG2 (YOL018C); VTI1 (YMR197C); TLG1 (YDR468C); SNC2 (YOR327C),0.925
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,N/A (This specific complex composition is unique to yeast),This complex mediates vesicle fusion at the endosomal and late Golgi compartments in yeast. It is responsible for protein trafficking between the trans-Golgi network and early endosomes;  and is essential for proper protein sorting;  vacuolar protein delivery;  and recycling of Golgi-resident proteins. The complex functions in both anterograde and retrograde transport pathways within the endosomal system.,Syntaxin TLG2 (t-SNARE); Vesicle transport v-SNARE protein VTI1; t-SNARE TLG1; Synaptobrevin homolog SNC2 (v-SNARE),TLG2; VTI1; TLG1; SNC2,0.955
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (Baker's yeast),N/A (The exact orthologous complex with these specific components is not definitively established in the other specified organisms;  though similar SNARE complexes with functional homologs exist),This SNARE complex mediates vesicle fusion in the endosomal system and is required for proper trafficking between the trans-Golgi network (TGN) and early endosomes. It plays a crucial role in recycling of proteins from endosomes back to the Golgi apparatus;  and maintains the integrity of the late Golgi compartments. The complex facilitates membrane fusion by forming a four-helix bundle through the interaction of the SNARE motifs from each component.,Syntaxin TLG2 (t-SNARE); Vesicle transport v-SNARE protein VTI1 (v-SNARE); t-SNARE protein TLG1 (t-SNARE); Synaptobrevin homolog SNC2 (v-SNARE),TLG2; VTI1; TLG1; SNC2,0.955
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (budding yeast),Not found in Humans;  Mouse;  C. elegans;  or Drosophila melanogaster. This specific complex configuration is unique to Saccharomyces cerevisiae;  though functional homologs may exist in other fungi.,This complex regulates two distinct gene expression programs in Saccharomyces cerevisiae: mating response and invasive/pseudohyphal growth. During normal vegetative growth;  Dig1 and Dig2 bind to Ste12 and repress its transcriptional activity. Upon pheromone stimulation or nutrient limitation;  MAP kinase signaling leads to phosphorylation of Dig1 and Dig2;  causing their dissociation from Ste12;  which then activates transcription of mating-specific or filamentation-specific genes by binding to pheromone response elements (PREs) or filamentation response elements (FREs).,Ste12 (Sterile 12); Dig1 (Down-regulator of Invasive Growth 1; Dig2 (Down-regulator of Invasive Growth 2;  also known as Rst2) ,STE12 (YHR084W) - Encodes Ste12 protein; DIG1 (YPL049C) - Encodes Dig1 protein; DIG2 (YDR480W) - Encodes Dig2 protein,0.955
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (budding yeast),N/A (The specific Ste12/Dig1/Dig2 complex is unique to S. cerevisiae),This complex regulates mating and invasive growth response pathways in yeast. When pheromone signaling activates the MAPK pathway;  Ste12 is released from inhibition by Dig1 and Dig2;  allowing it to activate transcription of mating-specific genes. Under nutrient-limiting conditions;  it regulates filamentous growth genes. The complex functions as a terminal transcription factor for the mating response pathway and integrates signals from multiple MAPK cascades.,Ste12 (Sterile protein 12); Dig1 (Down-regulator of invasive growth 1;  also known as Rst1); Dig2 (Down-regulator of invasive growth 2),STE12; DIG1 (RST1); DIG2,0.955
contextual,Ste12/Dig1/Dig2 Transcription Regulation Complex,Saccharomyces cerevisiae (Baker's yeast),N/A (The specific Ste12/Dig1/Dig2 complex is unique to S. cerevisiae;  though functional analogs exist in other fungi),This complex regulates two distinct developmental programs in yeast: mating and invasive/pseudohyphal growth. It functions as a key transcriptional regulator downstream of the MAP kinase signaling pathways. During normal vegetative growth;  Dig1 and Dig2 repress Ste12 activity by binding to its activation domain. Upon pheromone stimulus;  the MAP kinase Fus3 phosphorylates Dig1/Dig2;  leading to their dissociation from Ste12;  allowing Ste12 to activate mating-specific genes. Similarly;  during nutrient limitation;  the Kss1 MAP kinase pathway leads to Ste12 activation of filamentation-specific genes.,Ste12 (Sterile 12); Dig1 (Down-regulator of Invasive Growth 1); Dig2 (Down-regulator of Invasive Growth 2);  ,STE12; DIG1 (RST1); DIG2 (RST2),0.955
zero-shot,TRAPP II (Transport Protein Particle II),Saccharomyces cerevisiae (Baker's yeast),The TRAPP II complex is also found in Humans;  Mouse;  C. elegans;  and Drosophila melanogaster;  though with some variations in subunit composition.,The TRAPP II complex functions as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt31/32 (Rab11 homolog). It mediates intra-Golgi trafficking and is involved in the late Golgi trafficking pathways. TRAPP II plays a critical role in vesicle tethering at the Golgi and post-Golgi compartments. It regulates protein sorting from the Golgi to the plasma membrane and endosomal compartments. The complex is essential for proper membrane traffic and maintaining Golgi structure.,Bet3 (TRAPPC3); Trs20 (TRAPPC2); Bet5 (TRAPPC1); Trs23 (TRAPPC4); Trs31 (TRAPPC5); Trs33 (TRAPPC6); Trs65 (TRAPPC13;  specific to yeast); Trs120 (TRAPPC9); Trs130 (TRAPPC10),BET3 (YKR068C); TRS20 (YBR254C); BET5 (YML077W); TRS23 (YDR246W); TRS31 (YDR472W); TRS33 (YOR115C); TRS65 (YGR166W); TRS120 (YDR407C); TRS130 (YMR218C),0.87
few-shot,TRAPP II Complex,Saccharomyces cerevisiae (Baker's yeast),Human;  Drosophila melanogaster,TRAPP II (Transport Protein Particle II) functions in membrane trafficking between the Golgi compartments. It acts as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt31/32;  activating it to regulate intra-Golgi and endosome-to-Golgi transport. TRAPP II also participates in the formation of vesicles and in maintaining Golgi structure.,Bet3 (TRAPPC3); Trs20 (TRAPPC2); Bet5 (TRAPPC1); Trs23 (TRAPPC4); Trs31 (TRAPPC5); Trs33 (TRAPPC6); Trs65 (no human homolog); Trs120 (TRAPPC9); Trs130 (TRAPPC10); Tca17 (TRAPPC2L),BET3; TRS20; BET5; TRS23; TRS31; TRS33; TRS65; TRS120; TRS130; TCA17,0.9125
contextual,TRAPP II complex,Saccharomyces cerevisiae,Human;  Drosophila melanogaster,The TRAPP II complex functions as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt31/32 (ortholog of mammalian Rab11). It is involved in intra-Golgi traffic and plays a critical role in vesicle tethering during transport from the early Golgi to the late Golgi compartments. TRAPP II also contributes to the regulation of the early endosome to late Golgi trafficking pathway;  endocytosis;  and autophagy.,Bet3;  Bet5;  Trs20;  Trs23;  Trs31;  Trs33;  Trs65;  Trs120;  Trs130;  Trs85,BET3;  BET5;  TRS20;  TRS23;  TRS31;  TRS33;  TRS65;  TRS120;  TRS130;  TRS85,0.955
zero-shot,CCM Complex (Cerebral Cavernous Malformation Complex),Human (Homo sapiens),Mouse (Mus musculus);  C. elegans;  Drosophila melanogaster,The CCM complex functions as a critical regulator of vascular integrity and endothelial cell junctions in the central nervous system. It maintains the integrity of blood vessels by regulating RhoA-ROCK signaling;  controlling endothelial cell-cell junctions;  and promoting vascular quiescence. When dysfunctional;  it leads to cerebral cavernous malformations - dilated;  thin-walled vascular lesions primarily in the brain that can cause hemorrhage;  seizures;  and neurological deficits.,CCM1 (KRIT1 - Krev interaction trapped protein 1); CCM2 (Malcavernin/OSM - Osmosensing scaffold for MEKK3); CCM3 (PDCD10 - Programmed cell death protein 10),KRIT1 (CCM1); CCM2; PDCD10 (CCM3),0.955
few-shot,CCM Complex (Cerebral Cavernous Malformation Complex),Human,Mouse,The CCM complex is a critical regulator of vascular integrity and endothelial cell-cell junctions. It stabilizes endothelial junctions;  regulates RhoA signaling;  and maintains vascular morphogenesis and permeability in the brain vasculature. Defects in the complex lead to cerebral cavernous malformations;  which are vascular lesions predominantly found in the central nervous system.,CCM1 (KRIT1);  CCM2 (Malcavernin/OSM);  CCM3 (PDCD10),KRIT1;  CCM2;  PDCD10,0.925
contextual,CCM complex (Cerebral Cavernous Malformations complex),Human,Mouse,The CCM complex functions as a critical regulator of vascular integrity and development. It plays an essential role in maintaining endothelial cell-cell junctions;  controlling endothelial cell polarity;  and regulating vascular permeability. The complex suppresses RhoA activity and MEKK3-KLF2/4 signaling;  which is crucial for proper cardiovascular development and preventing vascular malformations. Defects in this complex lead to cerebral cavernous malformations;  which are vascular lesions in the brain that can cause headaches;  seizures;  and hemorrhagic stroke.,Cerebral cavernous malformations 1 protein (Krit1); Cerebral cavernous malformations 2 protein (Malcavernin/OSM); Cerebral cavernous malformations 3 protein (PDCD10),CCM1 (KRIT1); CCM2; CCM3 (PDCD10),0.9475
zero-shot,μ-Calpain (also known as Calpain-1),Human (Homo sapiens),Mouse;  C. elegans;  Drosophila melanogaster (not present in Saccharomyces cerevisiae),μ-Calpain is a calcium-dependent cysteine protease that catalyzes limited proteolysis of various substrates. It plays crucial roles in cytoskeletal remodeling;  signal transduction;  cell cycle progression;  apoptosis;  and synaptic plasticity. In humans;  it is particularly important in neuronal function;  platelet activation;  and muscle protein turnover. The complex is activated by calcium binding;  which induces conformational changes that expose the active site for substrate access.,Calpain-1 catalytic subunit (80 kDa); Calpain small subunit 1 (30 kDa),CAPN1 (for the large catalytic subunit); CAPNS1 (for the small regulatory subunit),0.94
few-shot,μ-Calpain complex,Human,Mouse,The μ-Calpain complex is a calcium-dependent cysteine protease that catalyzes limited proteolysis of various substrates. It plays essential roles in cytoskeletal remodeling;  signal transduction;  cell cycle progression;  apoptosis;  and cellular differentiation. In humans;  it is particularly important in platelet function;  muscle protein turnover;  and neuronal function.,Calpain-1 catalytic subunit;  Calpain small subunit 1,CAPN1;  CAPNS1,0.9475
contextual,µ-Calpain Complex,Human,Mouse,The µ-Calpain complex is a calcium-dependent cysteine protease that catalyzes limited proteolysis of various substrates. It plays critical roles in cellular processes including cytoskeletal remodeling;  signal transduction;  cell migration;  and apoptosis. In human cells;  it contributes to calcium-regulated processes such as platelet activation;  myoblast fusion;  and neuronal function. It is also implicated in pathological conditions including neurodegenerative diseases;  muscular dystrophies;  and ischemic injury.,Calpain-1 catalytic subunit;  Calpain small subunit 1,CAPN1;  CAPNS1,0.94
zero-shot,GINS Complex (Go-Ichi-Ni-San Complex),Saccharomyces cerevisiae (Baker's yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The GINS complex is an essential component of the eukaryotic DNA replication machinery. It functions as part of the CMG (Cdc45-MCM-GINS) helicase complex that unwinds DNA at replication forks. The complex plays a critical role in both the initiation of DNA replication and the progression of replication forks. It helps to coordinate helicase activity with DNA polymerase action and stabilizes interactions between multiple replication factors.,Sld5 (Synthetic lethal with dpb11-1 5); Psf1 (Partner of Sld5 1); Psf2 (Partner of Sld5 2); Psf3 (Partner of Sld5 3),SLD5; PSF1 (CTF4); PSF2 (CDC102); PSF3,0.9325
few-shot,GINS complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster;  C. elegans,The GINS complex is an essential component of the CMG (Cdc45-MCM-GINS) helicase;  which is required for both the initiation and elongation phases of eukaryotic DNA replication. It acts as a critical cofactor that enhances the helicase activity of the MCM2-7 complex during DNA unwinding at replication forks. The GINS complex specifically helps to coordinate DNA unwinding with polymerase activity;  ensuring proper replication fork progression.,Sld5 (Synthetic lethal with dpb11-1 5);  Psf1 (Partner of Sld5 1);  Psf2 (Partner of Sld5 2);  Psf3 (Partner of Sld5 3),SLD5;  PSF1;  PSF2;  PSF3,0.94
contextual,GINS complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster;  C. elegans,The GINS complex is an essential component of the eukaryotic DNA replication machinery. It serves as a critical part of the CMG (Cdc45-MCM-GINS) helicase;  which unwinds DNA during replication. The complex plays a pivotal role in both the initiation and elongation phases of DNA replication by helping to activate the MCM helicase and maintaining its association with DNA. GINS also coordinates leading and lagging strand synthesis by interacting with DNA polymerases.,Sld5;  Psf1;  Psf2;  Psf3,SLD5;  PSF1 (YDR013W);  PSF2 (YJL072C);  PSF3 (YOL146W),0.9475
zero-shot,CMG (Cdc45-MCM-GINS) helicase complex,Saccharomyces cerevisiae (budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The CMG helicase complex functions as the primary replicative helicase during DNA replication in eukaryotes. It unwinds parental double-stranded DNA ahead of the replication fork to generate single-stranded DNA templates for DNA polymerases. The complex is essential for both the initiation and elongation phases of DNA replication. It is activated during the transition from G1 to S phase when the pre-replicative complex (pre-RC) is converted to an active replication fork.,Cdc45 (Cell Division Cycle 45); MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS tetramer; Sld5 (Synthetic Lethal with Dpb11-1 5); Psf1 (Partner of Sld Five 1); Psf2 (Partner of Sld Five 2); Psf3 (Partner of Sld Five 3),CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; SLD5; PSF1 (also known as YBR202W); PSF2 (also known as YJL072C); PSF3 (also known as YOL146W),0.9475
few-shot,CMG (Cdc45-MCM-GINS) helicase complex,Saccharomyces cerevisiae (Budding yeast),Human;  Drosophila melanogaster;  Xenopus laevis,The CMG helicase complex functions as the primary replicative helicase during DNA replication in eukaryotes. It unwinds double-stranded DNA at replication forks;  separating the DNA strands to allow replication machinery to synthesize new DNA strands. The complex is essential for both the initiation and elongation phases of DNA replication.,Cell division control protein 45 (Cdc45); Minichromosome maintenance proteins (MCM2-7 hexamer); MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS complex; Sld5; Psf1; Psf2; Psf3,CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; SLD5; PSF1 (CTF4); PSF2; PSF3,0.9575
contextual,CMG helicase complex,Saccharomyces cerevisiae (Budding yeast),Human;  Drosophila melanogaster;  Xenopus laevis,The CMG helicase complex is the active replicative helicase in eukaryotes that unwinds double-stranded DNA during DNA replication. It functions at the replication fork to separate parental DNA strands;  allowing the replisome machinery to synthesize new DNA strands. The complex translocates along the leading strand in a 3'-to-5' direction;  uses ATP hydrolysis to power strand separation;  and serves as a central scaffold for the assembly of other replication factors.,Cdc45; Mcm2; Mcm3; Mcm4; Mcm5; Mcm6; Mcm7; Psf1 (GINS complex); Psf2 (GINS complex); Psf3 (GINS complex); Sld5 (GINS complex),CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; PSF1 (SLD3); PSF2; PSF3; SLD5,0.9425
zero-shot,Mitochondrial 28S Small Ribosomal Subunit (Mitochondrial SSU),Homo sapiens (Human),Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The mitochondrial small ribosomal subunit (SSU) is essential for mitochondrial protein synthesis. It reads the mitochondrial mRNA and recruits initiation factors and the mitochondrial large ribosomal subunit (LSU) to form the complete 55S mitoribosome;  which translates the 13 essential proteins encoded by the mitochondrial genome. These proteins are core components of the oxidative phosphorylation system. The small subunit specifically binds mRNA and contains the decoding center that ensures accurate translation by monitoring codon-anticodon interactions.,MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS29/DAP3;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS39/PTCD3;  uS2m;  uS3m;  uS4m;  uS5m;  bS6m;  uS7m;  uS8m;  uS9m;  uS10m;  uS11m;  uS12m;  uS13m;  uS14m;  uS15m;  bS16m;  bS17m;  bS18m;  bS19m;  bS21m,MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  DAP3 (MRPS29);  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  PTCD3 (MRPS39),0.875
few-shot,20S Mitochondrial Small Ribosomal Subunit,Human,Mouse;  Saccharomyces cerevisiae,The 20S mitochondrial small ribosomal subunit (mitoribosome) is essential for the translation of mitochondrially encoded proteins;  primarily components of the oxidative phosphorylation system. In humans;  it functions in the synthesis of 13 mitochondrially encoded proteins that are critical for cellular energy production. The small subunit binds mRNA and contains the decoding center that ensures accurate translation by monitoring codon-anticodon interactions.,The human mitochondrial small ribosomal subunit consists of approximately 30 proteins:,MRPS2;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  DAP3 (for MRPS29);  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  PTCD3 (for MRPS39),0.9425
contextual,20S Mitochondrial Small Ribosomal Subunit,Human,Mouse;  Saccharomyces cerevisiae,The mammalian mitochondrial small ribosomal subunit (28S) is responsible for the initial binding of mRNA and contains the decoding center where interactions between codon and anticodon take place. It plays a crucial role in mitochondrial protein synthesis by initiating translation;  facilitating the recruitment of the large subunit;  and ensuring accurate decoding of the mitochondrial mRNA.,The human mitochondrial small ribosomal subunit consists of 30 proteins:,The corresponding genes for the proteins are:,0.25
zero-shot,Cardiac Troponin Complex,Human (Homo sapiens),Mouse (Mus musculus),The cardiac troponin complex is a calcium-sensitive regulatory complex that controls the calcium-dependent interaction of actin and myosin in cardiac muscle contraction. It functions as a calcium sensor that transmits the calcium signal to the contractile apparatus;  enabling cardiac muscle contraction when calcium concentration rises. The complex undergoes conformational changes upon calcium binding;  which releases the inhibitory effect on actin-myosin interactions;  allowing cross-bridge cycling and contraction to occur.,Troponin C;  slow skeletal and cardiac muscles (TnC); Troponin I;  cardiac muscle (cTnI); Troponin T;  cardiac muscle (cTnT),TNNC1 (for cardiac Troponin C); TNNI3 (for cardiac Troponin I); TNNT2 (for cardiac Troponin T),0.955
few-shot,Cardiac troponin complex,Human,Mouse,The cardiac troponin complex is a critical regulatory component of the sarcomere in cardiac muscle cells that controls the calcium-dependent interaction between actin and myosin during muscle contraction. It acts as a molecular switch that regulates contraction by binding calcium ions;  causing conformational changes that allow myosin-actin interactions and subsequent force generation in cardiomyocytes.,Troponin C;  slow skeletal and cardiac muscles (cTnC); Troponin I;  cardiac muscle (cTnI); Troponin T;  cardiac muscle (cTnT),TNNC1 (cTnC); TNNI3 (cTnI); TNNT2 (cTnT),1
contextual,Cardiac Troponin Complex,Human,Mouse,The cardiac troponin complex is a regulatory protein complex that controls the calcium-dependent interaction of actin and myosin in cardiac muscle contraction. It acts as a calcium sensor that mediates the excitation-contraction coupling in cardiomyocytes;  allowing for the precise regulation of the force and velocity of cardiac muscle contraction in response to varying calcium concentrations.,Troponin C type 1 (slow); Troponin I type 3 (cardiac); Troponin T type 2 (cardiac),TNNC1; TNNI3; TNNT2,0.985
